"	""ID""	""Area""	""Group""	""a1""	""b1""	""c1""	""d1""	""a2""	""b2""	""c2""	""d2""	""a3""	""b3""	""c3""	""d3""	""a4""	""b4""	""c4""	""d4""	""a5""	""b5""	""c5""	""d5""	""a6""	""b6""	""c6""	""d6""	""a7""	""b7""	""c7""	""d7""	""a8""	""b8""	""c8""	""d8""	""a9""	""b9""	""c9""	""d9""	""a10""	""b10""	""c10""	""d10""	""a11""	""b11""	""c11""	""d11""	""a12""	""b12""	""c12""	""d12""	""a13""	""b13""	""c13""	""d13""	""a14""	""b14""	""c14""	""d14""	""a15""	""b15""	""c15""	""d15""	""a16""	""b16""	""c16""	""d16""	""a17""	""b17""	""c17""	""d17""	""a18""	""b18""	""c18""	""d18""	""a19""	""b19""	""c19""	""d19""	""a20""	""b20""	""c20""	""d20""	""a21""	""b21""	""c21""	""d21""	""a22""	""b22""	""c22""	""d22""	""a23""	""b23""	""c23""	""d23""	""a24""	""b24""	""c24""	""d24""	""a25""	""b25""	""c25""	""d25""	""a26""	""b26""	""c26""	""d26""	""a27""	""b27""	""c27""	""d27""	""a28""	""b28""	""c28""	""d28""	""a29""	""b29""	""c29""	""d29""	""a30""	""b30""	""c30""	""d30""	""a31""	""b31""	""c31""	""d31""	""a32""	""b32""	""c32""	""d32""	""a33""	""b33""	""c33""	""d33""	""a34""	""b34""	""c34""	""d34""	""a35""	""b35""	""c35""	""d35""	""a36""	""b36""	""c36""	""d36""	""a37""	""b37""	""c37""	""d37""	""a38""	""b38""	""c38""	""d38""	""a39""	""b39""	""c39""	""d39""	""a40""	""b40""	""c40""	""d40""	""a41""	""b41""	""c41""	""d41""	""a42""	""b42""	""c42""	""d42""	""a43""	""b43""	""c43""	""d43""	""a44""	""b44""	""c44""	""d44""	""a45""	""b45""	""c45""	""d45""	""a46""	""b46""	""c46""	""d46""	""a47""	""b47""	""c47""	""d47""	""a48""	""b48""	""c48""	""d48""	""a49""	""b49""	""c49""	""d49""	""a50""	""b50""	""c50""	""d50"""
"107	""SAF 381 lldm1_bw.txt""	7.14833	""R""	0.60781	0	0	0.5231	-0.00011	-0.00779	-0.01542	0.00218	0.01208	0.01023	0.0148	0.01851	0.00135	-0.00186	0.01071	-0.0037	-0.00171	0.00652	-0.00846	-0.00081	0.00168	0.00262	-0.00221	0.00132	-0.00067	0.00062	0.00075	-0.00031	0.00165	0.00068	-0.00034	-0.00071	-0.00064	-0.00022	-0.00104	0.00026	0.00073	0.00056	0.00015	0.00061	-0.00007	-0.00043	0.00042	-0.00079	0.00031	0.00023	-0.00037	0.00005	0.00011	0.00012	0.00045	0.00024	0.00005	0.00007	-0.00012	0.00008	0.00012	0.00025	-0.00019	0.00002	-0.00008	-0.00005	0.00012	-0.00001	0.00014	0.0001	-0.00015	-0.00006	-0.00003	0	-0.00002	0.00006	0.00007	-0.00007	-0.00002	0.00003	-0.0001	-0.00005	-0.00011	-0.00002	-0.00013	-0.00002	0.00002	0.00023	0.00005	0.00001	0.00015	-0.00013	-0.0001	0.00005	0.00012	-0.0002	0.00014	0.00002	-0.00011	-0.00001	-0.00008	0.00003	-0.00015	0.00013	0.00004	-0.00008	-0.00006	0.00015	-0.00005	-0.00009	0.00001	-0.00009	-0.00009	-0.00011	0.00004	0.00002	0.00002	-0.00006	0.00001	-0.00008	-0.00006	-0.00003	-0.00001	-0.00005	0.00006	-0.00005	0.00003	0.00005	0.00004	-0.00003	0.00002	-0.00008	0	-0.00008	-0.00008	0.00004	0.00008	0	0.00002	0.00002	-0.00005	-0.00006	0.00008	0.00003	0.00011	-0.00001	-0.00002	-0.00003	-0.00001	0.00004	0.00005	-0.00009	0.00004	-0.00006	-0.00006	0.00007	0.00005	0.00002	-0.00006	0.00001	0.00001	-0.00003	0.00005	-0.00001	-0.00001	0.00001	0.00007	0.00008	0.00003	-0.00001	-0.00001	-0.00003	0.00001	0.00002	-0.00007	-0.0001	0	0	0.00004	0.00005	0.00007	-0.00004	-0.00005	0.00002	-0.00003	0.00004	0	0.00001	0.00003	-0.00006	0.00004	0.00001	0.00002	0.00003	-0.00001	-0.00006	0	0.00003	0.00007	0.00002	0.00004	0	-0.00002	0"
"108	""SAF 437 lrdm1 flipped_bw.txt""	6.99372	""R""	0.61658	0	0	0.51532	0.00553	-0.0075	-0.01661	-0.00765	0.00947	0.00708	0.00909	0.02667	0.00364	-0.00254	0.01259	0.00328	-0.00535	0.00945	0.00127	-0.00392	-0.00062	0.00112	-0.00452	0.00203	-0.00215	0.00562	-0.00177	0.00048	-0.00102	0.00042	0.00206	-0.00048	-0.00057	0.00203	-0.00141	-0.00176	-0.0005	0.00048	-0.00169	-0.00006	-0.00063	0.00005	-0.00084	0.00076	-0.00013	-0.00003	0.00041	0	-0.00084	0.00014	0.0011	-0.00023	0.00012	-0.00021	-0.00022	-0.0002	-0.00052	0.00075	0.0002	-0.00044	0.00029	-0.00005	0.00029	-0.00017	0.00014	0.00046	-0.00041	-0.00029	0.00034	-0.00016	-0.00039	0.00012	0.00004	-0.00018	-0.00025	0.0003	0.00023	-0.00013	0.00023	0.00001	-0.00009	-0.00021	0.00028	-0.00002	0.00014	-0.00003	0.00005	0.00006	-0.00002	0.00002	0.00013	-0.00026	0	0.00002	-0.00004	0.00004	0.00009	0.00005	-0.00009	0.00011	-0.00012	0	-0.00002	0.00013	-0.00005	0.00001	0.00005	0.00012	-0.00011	0.00005	0.00007	-0.00008	-0.00008	0.00005	0.00004	-0.00005	-0.00005	0.00004	-0.00008	-0.00001	-0.0001	0.00004	-0.00008	-0.00001	-0.00002	-0.00005	-0.00008	-0.00004	-0.0001	0.00002	0.00003	0.00002	-0.00003	-0.00001	0.00012	0.00004	0.00001	0.00007	0.00002	-0.00016	-0.00005	0.00004	-0.00002	-0.00002	0.00009	0.00005	0	-0.00001	0	0	-0.00007	-0.00005	0.00004	0.00008	0.00005	0.0001	0	0	0.00008	0.00006	-0.00003	0.0001	-0.00001	-0.00002	0	0.00005	0	-0.00004	0.00001	0.00006	-0.00004	-0.00001	0.00002	0.00005	-0.00001	0.00002	0.00002	0	-0.00005	-0.00001	0.00001	0.00003	-0.00002	-0.00001	0.00004	-0.00003	0.00002	-0.00001	0.00003	0.00002	0	-0.00003	0.00004	-0.00001	0.00001	0.00001	0.00003	-0.00001	-0.00003	0.00002"
"109	""SAF 468 lldm1 corrected_bw.txt""	6.99933	""R""	0.63296	0	0	0.50094	-0.0072	-0.00302	-0.01451	0.00987	0.02022	0.0101	0.01599	0.02555	-0.0043	-0.00009	0.01137	-0.00513	-0.00106	0.00876	-0.00621	-0.00113	-0.00201	0.00304	-0.00404	0.00223	0.00059	0.00477	0.00223	-0.00093	-0.00014	0.00049	0.00093	-0.00295	0.00003	0.00249	-0.00238	0.00075	0.0005	0.0005	-0.00059	0.00079	-0.00068	0.00099	0.00048	0.00036	0.00039	-0.00044	-0.00011	-0.00033	-0.00126	0.00048	-0.00042	0.00018	0.00004	-0.00016	0.00018	0.00037	-0.0008	0.00038	0.0002	-0.00066	-0.00016	-0.00033	-0.00023	0.00011	-0.00039	0.00014	-0.00029	-0.00011	-0.00014	0	0.00035	-0.00007	-0.00018	-0.00014	-0.00006	0	0.00007	-0.00002	-0.00016	-0.00012	-0.00014	-0.00021	0	-0.00015	0.00012	-0.00004	0.00004	0.00006	-0.00004	-0.00021	0.00005	0.00009	0.00012	-0.00006	-0.00005	-0.00005	-0.00009	-0.00013	0.00011	-0.00005	0.00013	-0.00006	-0.00006	-0.00005	-0.00004	-0.00006	-0.00003	0.00003	0.00013	0	0.0001	0.00006	0.00005	0.00001	0.00012	-0.00016	0.00008	0.00006	-0.00001	0.00002	0.00016	0.00004	-0.00003	-0.00001	0.00005	0.00003	-0.00005	0.00002	0.00014	0.00008	0.00007	0.00003	-0.00006	-0.00003	-0.00005	0.00014	0.00007	0.00009	-0.00002	0.00006	-0.00006	0.00003	0.00009	-0.00014	0	0.00004	-0.00005	0.00009	0.00003	0.00004	-0.00003	-0.00002	-0.00005	-0.00001	-0.00006	-0.00002	0.00003	-0.00001	-0.00004	0.00003	-0.00004	-0.00002	0.00003	0.00002	-0.00001	-0.00004	0.00001	0.00002	-0.00003	-0.00002	-0.00003	-0.00004	-0.00006	-0.00002	0.00001	0.00004	-0.00005	-0.00001	0.00002	0.00007	-0.00004	0.00001	0.00003	-0.00004	-0.00004	-0.00002	-0.00003	-0.00006	0	0.00001	-0.00003	-0.00003	-0.00001	-0.00005	-0.00004	-0.00001	0.00001	-0.00001	0	0.00003"
"110	""SAF 471 lrdm1 flipped_bw.txt""	6.63286	""R""	0.6213	0	0	0.51061	0.00173	-0.0011	0.00207	-0.00296	0.01048	0.00655	0.00905	0.03247	0.00022	0.0018	0.00195	0.00096	-0.00413	0.00578	-0.00234	-0.00823	-0.00193	0.0015	-0.00094	0.00231	-0.00086	0.00217	-0.00083	0.00204	-0.00163	0.00095	0.00089	-0.00132	-0.00156	0.00027	-0.00107	0.00058	-0.00019	0.00061	-0.00131	-0.00108	-0.00136	0.00008	0.0013	-0.0012	-0.00008	0.00045	0.00159	0.00125	-0.00087	-0.00011	-0.00153	0.00099	-0.00042	0.00018	-0.00155	-0.00067	-0.00028	-0.00029	0.00114	-0.00132	-0.00007	-0.00015	0.00077	0.00005	0.00019	-0.00006	-0.00046	0.00037	-0.00003	-0.0001	-0.00023	0.00008	0.00004	0.00008	0.00037	0.00008	0.00008	-0.00033	-0.00029	-0.00019	0.00003	0.00023	0.00012	-0.00017	0.00012	-0.00028	0.0004	0.00013	0.00001	0.00027	-0.00017	0.00021	0.00013	-0.00023	-0.00032	-0.00002	0.00003	0.00029	0.0002	-0.0002	0.00001	-0.0001	0.00033	0.00007	0.00001	0.00013	-0.00024	0.00017	0	-0.00001	-0.00014	0.00006	-0.00002	0.00004	-0.00001	-0.00008	-0.00004	0.00003	0.00006	0.00001	-0.00007	0.00001	0.00003	0.0001	0.00001	-0.00003	-0.00011	-0.0001	-0.00006	-0.00002	-0.00006	-0.0001	0.00008	-0.00003	0.00007	0.00003	0.00001	-0.00002	-0.00001	0.00001	0.00002	0	-0.00001	-0.00001	0.00004	-0.00001	0.00009	-0.00004	0.00003	-0.00004	-0.00005	0.00001	0.00008	0.00004	-0.00002	-0.00001	0.00002	0.00003	0.00009	-0.00002	0.00003	0	-0.00002	0.00004	0.00006	0.00004	0	-0.00002	-0.00002	0.00003	0.00005	0.00003	0	0.00001	-0.0001	0.00007	-0.00006	0.00001	-0.00005	0.00001	-0.00004	0.00002	0.0001	0	-0.00004	0	-0.00001	-0.00002	-0.00001	0.00004	-0.00003	-0.00005	-0.00001	0	0.00002	-0.00002	0.00001	-0.00001	-0.00009	0.00002"
"111	""SAF 51 lrdm1 corrected flipped_bw.txt""	6.79071	""R""	0.62079	0	0	0.51195	0.01107	-0.00186	-0.00048	-0.01837	0.02072	0.00372	0.00712	0.01223	0.00931	0.0017	0.00502	0.00354	0.00479	0.00542	0.00029	0.00108	0.00084	0.002	-0.00192	0.00483	0.00283	0.0024	-0.00169	0.00034	-0.00112	0.00031	-0.00013	-0.00093	0.00193	0.00105	-0.00024	0.0005	-0.00076	0.00016	-0.00049	0.00074	0.00051	0.00127	0.0005	0.00077	-0.00031	-0.00004	0.00008	-0.00106	0.00014	0.00085	-0.00088	-0.00031	0.00021	-0.00001	-0.00012	0.00034	-0.00006	0.00024	-0.00006	0.0004	0.00013	0.00001	0.00002	-0.00033	-0.00016	0.00005	-0.00021	-0.00027	0.00009	0.00009	0.00011	0.00028	-0.00001	0.0001	0.00014	0.00003	0.00001	0.00004	-0.00011	-0.00017	-0.00002	0.00018	0	-0.00003	0.00004	-0.00006	-0.00004	0.00009	0	0.00008	-0.00012	0.00001	-0.00002	0.00005	0.00015	0.00003	-0.00006	-0.00009	-0.00013	0.00005	-0.00009	0.00013	-0.00008	0.00004	0	-0.00006	0.00014	-0.00011	-0.00005	0.00001	-0.0001	-0.00009	0.00008	0.00001	-0.00008	-0.00001	0.00002	-0.00009	-0.00006	-0.00005	0.00001	0.00001	0.00004	0.00007	0.00004	-0.00009	0.00004	-0.00003	-0.00003	0	-0.00004	-0.00006	0.00012	-0.00002	0.00007	-0.0001	0.00001	0.00003	0.00009	-0.00001	0.00016	0.00004	0.00001	0.00001	-0.00001	0.00001	-0.00008	0.00004	0.00009	0.00005	0	0.00006	0	-0.00004	0.00001	-0.00003	0.00005	0.00006	0.00001	0.00001	0.00002	-0.00003	-0.00001	0.00002	0.00002	0.00003	-0.00007	0.00001	0.00001	-0.00001	0.00001	0	0	-0.00002	-0.00001	0.00003	-0.00002	0.00001	0.00001	0.00004	-0.00002	0	0.00002	-0.00002	-0.00001	0.00001	-0.00002	-0.00006	0.00001	0.00004	0.00001	-0.00003	0	0.00001	0.00001	0.00003	0.00007	0.00001	-0.00007	-0.00007"
"112	""SAF 52 lrdm1 corrected flipped_bw.txt""	7.54128	""R""	0.63559	0	0	0.4986	-0.00578	-0.00641	-0.01387	0.00673	0.01821	0.00353	0.00527	0.02932	-0.00646	-0.00257	0.00837	0.00275	-0.00241	0.00203	-0.00349	-0.00066	-0.00442	0.00026	-0.00189	-0.0015	0.00011	0.00129	0.00199	-0.00294	-0.00083	-0.00018	0.00041	-0.002	0.00094	0.00151	-0.00087	0.00112	-0.0002	-0.00047	-0.00072	0.00092	0.00032	0.00094	0.00009	0.00014	-0.00034	-0.00025	0.0011	-0.00019	0.00012	0.0005	-0.00067	-0.00005	-0.00072	0.00009	-0.00036	0.00068	0.00002	-0.00004	-0.00005	0.00017	-0.00062	-0.00007	0.00035	-0.00055	0.00006	-0.00033	-0.00047	-0.00016	-0.00021	-0.00019	-0.00045	-0.00006	0.00029	-0.00053	-0.00007	-0.0001	0.00012	-0.00025	0.00039	-0.00021	0.0004	-0.00048	0.00017	-0.00001	0.00025	0.00008	0.0001	-0.00018	0.00036	-0.00024	0.00001	0.00001	0.00023	0.00014	-0.00001	0.00023	0.00015	-0.00004	0.00034	0.00029	0.00004	0.00005	-0.00011	-0.00008	-0.00011	0.00011	-0.00009	0.00008	0.00002	-0.0001	-0.00017	0.00002	-0.00019	0.00004	-0.00006	0.00013	-0.00001	-0.00013	0.00014	0.00005	-0.00018	-0.00003	0.00004	-0.00012	0.00005	0.00002	0.00006	-0.0002	-0.00012	-0.00007	-0.00014	0.00006	0.00008	0.00004	-0.00007	0.00013	-0.00013	-0.00008	0.00006	0.00001	-0.00001	0.00005	0.00006	0.00003	-0.00008	0	0.00005	-0.0001	0.00001	0.00002	-0.00012	-0.00011	-0.00001	-0.00001	-0.00006	-0.00006	0	0.00001	0.00007	0.00012	0.00003	0.00003	0.00011	0.00001	-0.00002	0.00007	0.00004	-0.00006	0.00005	0.00003	-0.00006	-0.00005	-0.00001	0.00007	-0.00004	0.00004	0.00005	0.00003	0.00003	0.00007	-0.00002	0.0001	0.00008	0	0.00001	0.00006	0.00005	-0.00002	0.00002	0.00007	-0.00011	-0.00005	-0.00002	0.00005	-0.00006	0.00007	0.00002	0.00001	0.00001	0.00006"
"113	""SAF 58b lldm1_bw.txt""	6.80273	""R""	0.63001	0	0	0.50366	0.00337	-0.00854	-0.01387	-0.00556	0.02251	0.00675	0.01142	0.01828	0.00469	-0.00335	0.00891	-0.00181	0.00314	0.00742	-0.00264	0.00128	0.00174	0.00131	-0.0012	0.00286	0.00151	0.00229	-0.002	0.00006	0.00162	0.00031	0.00027	-0.00225	0.00075	-0.00029	-0.00147	0.00049	0.00121	0.00047	-0.00032	0.00246	0.0001	0.00004	0.00126	0.00025	-0.00022	-0.00021	-0.00041	-0.00011	-0.00025	0.0001	-0.00063	0.00009	-0.00012	-0.0005	-0.00021	-0.00011	0.0001	0.00021	0.0006	-0.00012	-0.0003	-0.00016	0.00064	0.00035	-0.00022	0.00008	-0.00063	0.00044	-0.00059	0.00039	0.0002	0.00017	-0.00026	0	0.00047	-0.00018	-0.00029	0.00029	-0.00009	-0.00029	-0.00006	0.00019	-0.00018	-0.0002	-0.00015	0.00015	-0.00015	0.00004	0.00012	0.00016	0.00009	0.00001	-0.00019	-0.00004	0	0.00004	0.00005	0.00002	-0.00019	0.0001	-0.00019	-0.00002	-0.00007	-0.00007	-0.0001	-0.00012	-0.00008	0.00015	-0.00009	-0.00006	0.00003	-0.00005	-0.00017	-0.00018	-0.00007	-0.0001	-0.00003	-0.00003	-0.00002	-0.00004	-0.00013	-0.00011	0.00009	0.00006	-0.00005	-0.00005	0.00001	0.00008	-0.00008	-0.00004	0.00003	-0.00011	-0.00007	-0.00003	0	-0.00007	0	-0.00003	0.00002	0.00003	0.00004	0	0.00004	-0.00009	-0.00003	-0.00005	-0.00002	0	0.00005	0	-0.00003	0.00004	-0.00004	-0.00005	0.00002	-0.00001	0.00002	-0.00002	0.00002	0.00002	-0.00003	-0.00002	0.00003	-0.00001	0.00002	0	0.00001	-0.00006	0.00003	-0.00001	-0.00001	-0.00006	0.00005	0.00001	0.00001	0.00001	0.00007	-0.00002	0.00002	-0.00001	0.00001	0.00004	0.00002	0.00004	0.00005	-0.00002	0.00001	0.00006	0	0.00005	0.00001	-0.00001	0	0	0.00001	0.00002	0	0.00003	-0.00002	0.00001"
"114	""SAF 95 lrdm1 flipped_bw.txt""	7.73657	""R""	0.61954	0	0	0.51228	-0.00205	0.00287	0.00101	0.00518	0.01347	0.00568	0.0098	0.02504	0.00011	-0.00287	-0.006	-0.0049	-0.0054	0.00254	-0.00811	0.0011	0.00053	-0.0024	0.00415	0.00309	-0.00276	0.00055	0.00383	-0.00284	-0.00141	-0.00093	-0.00146	0.00029	-0.00043	0.00186	-0.00066	-0.00074	-0.00029	-0.00118	0.00038	-0.00098	-0.00009	0.00048	-0.00081	0.00069	-0.00056	-0.00127	-0.00043	0.00087	-0.00038	0.0003	0.00034	-0.00033	-0.00056	-0.00113	0.0003	-0.00008	-0.00011	0.00042	0.00012	-0.00001	-0.0003	-0.00067	0.00003	-0.00027	0.00002	0.0002	-0.00021	-0.00014	-0.00012	-0.00033	0.00039	0.00019	0.00024	0	-0.00021	-0.00017	-0.00008	-0.00009	-0.00018	-0.00012	0.00023	-0.00017	0.00001	0.00006	0.00003	-0.00003	0.00018	0.00013	0.00019	0	0.00023	-0.00005	-0.0001	0.00006	-0.00006	0.00008	0.00025	0.00003	-0.0002	-0.00016	0.00003	0.00006	0.00007	-0.00012	0.00003	-0.00007	-0.00001	0.00034	0.00006	-0.00003	-0.00016	0.00002	-0.00012	0.00001	0.0001	-0.00015	0.00002	-0.00008	0.00008	0.00007	-0.00006	0.00006	-0.0001	0.00002	-0.00004	-0.00008	-0.00004	0	-0.00002	-0.00001	0.00003	-0.00008	-0.00006	-0.00006	0.00006	0.00006	0.00003	0.00003	-0.00004	0	-0.00001	-0.00004	-0.00002	-0.00015	0.00004	0.00003	0.00009	0.00001	0.0001	-0.00004	0.00002	0.00002	0.00001	0.00004	-0.00008	0	0.00003	-0.00008	-0.00005	0.00002	0.00002	-0.00002	-0.00002	-0.00001	-0.00001	-0.00004	0.00008	0.00006	-0.00003	-0.00007	-0.00004	0.00007	-0.00005	-0.00005	-0.00008	-0.00002	-0.00002	-0.00003	0.00009	-0.00007	-0.00003	-0.00001	0.00011	0	0.00002	0.00001	-0.00003	0	0.00001	0.00001	-0.00007	-0.00006	0.00002	-0.00002	-0.00002	0.00001	0.00002	-0.00002	0.00001	0.00005"
"115	""SAF A1235 lrdm1 flipped_bw.txt""	7.52851	""R""	0.60062	0	0	0.52981	0.01171	-0.00967	-0.01874	-0.01288	0.00486	0.00514	0.00781	0.02319	0.0067	-0.00235	0.01433	0.00544	-0.00524	0.00492	-0.00217	-0.00564	0.00101	0.00252	-0.00438	0.0008	-0.0015	0.00138	-0.00033	0.00137	0.00006	0.00111	0.00115	0.00059	-0.00096	0.00013	-0.00054	-0.00051	-0.0003	0.00041	-0.00131	-0.00039	-0.0009	-0.00038	-0.00042	0.00045	-0.00044	-0.00018	0.00008	0.0005	-0.00001	-0.00048	0.00018	-0.00108	-0.00023	-0.00026	0.00009	-0.00077	0.00028	-0.00005	0.00026	0.00033	0.00024	0.00002	0	0.00006	0.00015	0.00005	0.00001	-0.00004	0.00032	-0.00008	0.00021	-0.00022	0.00022	-0.00001	-0.00016	-0.00016	0.00024	0.00012	-0.00006	0.00039	0.0001	0.00007	0.00026	0.00029	0.00007	-0.00005	-0.00011	-0.00018	0.00006	0.00007	-0.00023	-0.00016	0	-0.00009	0	0.00023	0.00003	-0.00004	0.00002	0.00011	0.00006	-0.00005	0.00001	-0.00023	-0.00007	-0.00009	0	0	0.00001	-0.00005	-0.00002	0.00019	-0.00011	0.00005	0.00008	0.00006	-0.00006	0.00003	0.00009	-0.00001	-0.00007	0.00004	-0.00002	-0.00007	-0.00001	0.00007	-0.00004	-0.00011	0.00005	0.00002	-0.00003	-0.00006	0.00011	0.00009	0.00006	-0.00001	0.00011	0.00003	0.00004	-0.00001	0.0001	-0.00001	-0.00016	-0.00003	0.0001	-0.00001	-0.00006	-0.00001	0.00007	-0.00006	0.00007	0.00002	0.00004	-0.00001	0.00001	0.00009	0.00004	0.00001	0.00003	0.00002	-0.00001	0.00001	0.00008	-0.00002	-0.00001	0.0001	0.00008	0.00001	0.00001	0.00005	-0.00006	0	-0.00003	0.00005	-0.0001	0.00004	-0.00001	0.00003	0.00005	0.00002	-0.00005	-0.00001	0	-0.00001	-0.00002	0.00004	-0.00003	0.00002	-0.00003	0	0.00003	-0.00002	-0.00003	0.00002	0	-0.00003	0	0.00003	0	-0.00001"
"116	""SAF A1244 lldm1_bw.txt""	7.71717	""R""	0.61782	0	0	0.51411	-0.00032	0.00134	-0.00738	0.0038	0.01018	0.01046	0.01473	0.02547	0.005	0.00091	0.00713	-0.00999	-0.00512	0.00845	-0.00765	-0.00453	0.00529	0.00321	-0.00173	0.00417	-0.00022	0.00453	0.00288	-0.00178	0.00306	0.00165	0.0011	-0.00083	-0.00082	0.00293	-0.00244	0.00099	0.00188	0.00079	-0.00185	0.00086	-0.00094	0.00169	0.00054	-0.00028	0.00075	-0.0013	-0.0006	0	-0.00074	0.00166	-0.00028	-0.00033	-0.00023	-0.00097	0.00041	0.0007	0.00037	0.0011	-0.0003	-0.00094	-0.00062	-0.00056	-0.00002	-0.00025	0.00046	0.00044	-0.00051	0.00049	-0.00032	0	0.00037	-0.00017	0.0001	0.0002	0.00029	0.00008	-0.00024	-0.00018	-0.00056	0.00004	-0.00002	0.00027	-0.00008	-0.0001	-0.00016	-0.00037	-0.00001	-0.00012	0.00017	0	-0.00013	-0.00011	-0.00018	-0.00023	0.00016	0.00008	0.00022	-0.00012	0.00001	-0.00012	-0.00002	-0.00001	0.00004	-0.00012	0.00017	-0.00008	0.00013	0.00006	-0.00002	0.00008	0.00004	0.00016	0.00014	0.00005	0.00003	-0.00005	-0.00011	0.00008	0.00006	0.00006	0.0001	-0.00003	-0.00013	0.00007	-0.00018	0.00013	-0.00001	0.00005	0.00004	-0.00015	-0.00008	0.00003	-0.00006	0.00009	-0.00001	-0.00013	-0.00004	-0.00016	0.00006	0.00001	0.00007	0.00005	-0.00007	-0.00003	-0.00005	-0.00001	0.00006	0	0.00009	-0.00003	0.00004	0.00002	0.00001	0.00006	0	-0.00009	-0.00002	0	0.00004	0.00008	0.00006	0.00001	-0.00009	0.00004	-0.00004	0.00003	0.00003	-0.00004	0.00001	-0.0001	-0.00003	0.00004	-0.00001	0.00007	0.00002	-0.00005	-0.00005	-0.00006	0.00004	0.00007	0.00007	0.00006	-0.00002	-0.00005	-0.00004	-0.00002	0.00002	-0.00007	0.00005	0	-0.00006	0.00003	0	0.00002	0.00001	0.00002	-0.00001	-0.00001	0.00004	0.00003"
"117	""SAF A1247 lrdm1 flipped corrected_bw.txt""	7.28683	""R""	0.61953	0	0	0.51234	-0.0005	-0.00426	-0.00369	0.0003	0.01832	0.00635	0.0072	0.02004	0.00365	0.0059	0.0123	-0.00711	0.00048	0.00425	-0.00203	0.00017	0.00342	0.00553	-0.00598	0.00514	0.00059	0.00015	-0.00372	-0.00091	0.00093	0.0014	0.00128	-0.00218	-0.00048	-0.00218	0.00035	0.00223	0.00139	0.001	-0.00218	0.00023	-0.00126	0.00041	0.00232	-0.00134	0.00045	0.00022	0.00139	0.00089	0.00019	0.00059	-0.00155	-0.00024	0.00012	0.0008	-0.00051	-0.00033	-0.00029	-0.0002	0.00026	0.00082	0.00016	-0.00019	-0.00064	0.00044	-0.00024	-0.00017	-0.00032	-0.00066	-0.00028	-0.00013	0.00053	-0.0001	-0.00013	-0.00033	-0.00003	0.00026	0.00021	0.0001	-0.00019	-0.00046	-0.00021	-0.00003	0.00026	0	0.00011	-0.00013	0.00003	0.00037	0.00003	-0.00012	-0.00023	-0.00019	-0.00003	-0.00004	0	-0.00007	-0.00006	-0.00007	0.00023	0.00016	-0.00003	-0.00011	0.00002	0.00003	0.00012	0.00014	0	-0.00028	-0.00003	0.00002	0.00006	-0.00008	0.00008	0.00006	0.00001	0.00026	0.00018	-0.00003	-0.00009	-0.00008	-0.00001	0.00011	-0.00002	-0.0001	-0.00001	-0.0001	0.00007	0.0002	0.0001	-0.00003	-0.00009	-0.00003	-0.00004	0.00008	0.00002	-0.00008	-0.00002	-0.00004	0.00005	0.00011	0.00001	-0.00002	-0.00006	0.00002	0.00006	0	-0.00005	-0.00012	-0.00006	0.00002	0.00002	0.00004	0.00002	-0.00009	-0.00002	0.00012	0	0.00001	-0.00003	-0.00008	0	-0.00003	0.00004	-0.00011	0.00002	0.00003	0.00007	-0.00003	0.00006	0.00001	0.00005	0.00004	0.00008	0.00009	-0.00004	-0.00002	0.00002	0.00005	0.00001	-0.00002	0.00002	0.00001	-0.00002	0.0001	0.00008	0.00001	-0.00007	-0.00003	-0.00002	0.00005	0.00002	-0.00003	0.00006	-0.00003	0.00002	0	0.00002	0	-0.00006	-0.00002"
