"	""ID""	""Area""	""Group""	""a1""	""b1""	""c1""	""d1""	""a2""	""b2""	""c2""	""d2""	""a3""	""b3""	""c3""	""d3""	""a4""	""b4""	""c4""	""d4""	""a5""	""b5""	""c5""	""d5""	""a6""	""b6""	""c6""	""d6""	""a7""	""b7""	""c7""	""d7""	""a8""	""b8""	""c8""	""d8""	""a9""	""b9""	""c9""	""d9""	""a10""	""b10""	""c10""	""d10""	""a11""	""b11""	""c11""	""d11""	""a12""	""b12""	""c12""	""d12""	""a13""	""b13""	""c13""	""d13""	""a14""	""b14""	""c14""	""d14""	""a15""	""b15""	""c15""	""d15""	""a16""	""b16""	""c16""	""d16""	""a17""	""b17""	""c17""	""d17""	""a18""	""b18""	""c18""	""d18""	""a19""	""b19""	""c19""	""d19""	""a20""	""b20""	""c20""	""d20""	""a21""	""b21""	""c21""	""d21""	""a22""	""b22""	""c22""	""d22""	""a23""	""b23""	""c23""	""d23""	""a24""	""b24""	""c24""	""d24""	""a25""	""b25""	""c25""	""d25""	""a26""	""b26""	""c26""	""d26""	""a27""	""b27""	""c27""	""d27""	""a28""	""b28""	""c28""	""d28""	""a29""	""b29""	""c29""	""d29""	""a30""	""b30""	""c30""	""d30""	""a31""	""b31""	""c31""	""d31""	""a32""	""b32""	""c32""	""d32""	""a33""	""b33""	""c33""	""d33""	""a34""	""b34""	""c34""	""d34""	""a35""	""b35""	""c35""	""d35""	""a36""	""b36""	""c36""	""d36""	""a37""	""b37""	""c37""	""d37""	""a38""	""b38""	""c38""	""d38""	""a39""	""b39""	""c39""	""d39""	""a40""	""b40""	""c40""	""d40""	""a41""	""b41""	""c41""	""d41""	""a42""	""b42""	""c42""	""d42""	""a43""	""b43""	""c43""	""d43""	""a44""	""b44""	""c44""	""d44""	""a45""	""b45""	""c45""	""d45""	""a46""	""b46""	""c46""	""d46""	""a47""	""b47""	""c47""	""d47""	""a48""	""b48""	""c48""	""d48""	""a49""	""b49""	""c49""	""d49""	""a50""	""b50""	""c50""	""d50"""
"118	""SAF A1320 lldm1_bw.txt""	7.62981	""R""	0.61832	0	0	0.51352	0.00564	-0.00955	-0.02161	-0.00571	0.00984	0.0049	0.00754	0.03058	0.00074	-0.00652	0.01005	0.00399	-0.00487	0.00333	-0.0053	-0.00629	-0.00199	-0.00075	-0.0017	0.00167	-0.00217	0.00097	0.00252	0.00203	-0.0012	0.00047	0.00138	-0.00151	-0.00149	0.00072	-0.00156	-0.00122	-0.00062	0.00017	-0.00072	0.00054	-0.00048	0.00035	0.00038	-0.00046	-0.0001	-0.00013	-0.0002	-0.00036	0.0001	0.00004	-0.00007	-0.00002	-0.00005	-0.00033	-0.00002	-0.00011	0.00014	0.00002	-0.00025	-0.00001	0.00021	-0.00029	0.00005	0.00008	0.00006	-0.00018	0.00015	-0.00001	0.00011	-0.00013	0.00008	-0.00002	0.00004	0.00003	0.00005	0.00008	0.00003	-0.00011	0.00001	0.00018	-0.00002	0.00013	0.00012	-0.00008	-0.00001	-0.00009	-0.00006	-0.00007	-0.00009	0.00019	0	0.00021	0	0	0.00012	0.00002	-0.00005	0.00006	-0.00012	-0.00021	0.00004	0.00005	-0.00002	-0.00007	-0.00003	-0.00008	-0.0001	0.00007	0.00005	0.00002	-0.00008	0.00004	0.00003	-0.00008	0.00011	-0.00009	-0.00003	-0.00006	0.00001	0.00001	0.00004	-0.00005	-0.00009	0.00003	-0.00008	0	0.00004	0.00005	-0.00003	-0.00006	0.00007	0.00009	-0.0001	0.00004	0.00004	0.00002	-0.00008	0.00002	0.00005	-0.00001	-0.00008	0.00004	0.00001	-0.00003	-0.00001	0.00006	0.00001	-0.00009	0.00001	0	-0.00006	-0.00009	0.00002	0	-0.00007	0.00001	0.00003	-0.00007	-0.00007	0.00002	0	-0.00006	-0.00006	0.00003	-0.00004	-0.00008	0.00005	0.0001	-0.00002	-0.00006	0.00005	0	-0.00008	-0.00005	0.00001	-0.00003	0.00001	0.00002	0.00005	-0.00004	-0.00005	-0.00002	0.00002	-0.00001	0.00003	0.00006	0	-0.00001	-0.00001	-0.00002	0	-0.00004	0.00001	0.00005	-0.00001	0.00003	0	0.00001	0.00001	0.00003"
"119	""SAF A1327 lrdm1 flipped_bw.txt""	6.68566	""R""	0.62419	0	0	0.50821	-0.00068	-0.00966	-0.0232	-0.0017	0.01658	0.00467	0.00647	0.02678	0.00054	-0.00251	0.01844	0.00036	-0.00203	0.00593	0.0017	-0.00289	-0.00076	0.00198	-0.00697	0.00083	-0.00174	0.00393	-0.00225	0.0016	-0.00213	-0.00043	0.00173	0.00215	-0.00044	0.00107	-0.00118	-0.00147	-0.00182	-0.00015	-0.00078	-0.00136	-0.00062	-0.00001	-0.00024	0.00039	-0.00069	-0.00024	-0.00005	-0.00043	-0.0002	0.00024	0.00028	-0.00065	-0.00006	-0.0002	0.00034	-0.00029	-0.00025	0.00018	0.00012	0.00033	-0.0002	0.00035	0.00051	0.00027	-0.00022	0.00046	0.00008	-0.00024	-0.00025	0.0005	-0.00001	0.00018	-0.0002	0.00044	0.00018	0.00029	-0.00029	0.00049	-0.00004	-0.00017	-0.00018	0.00042	-0.00025	-0.00018	-0.00013	0.00019	-0.00022	0.00012	-0.00009	0.0003	0.00017	0.00005	-0.00004	0.00011	0.00012	-0.00023	-0.0001	0.00009	-0.0003	0.00003	-0.00004	0.00008	-0.00002	0.00011	-0.00009	-0.00002	0.00007	-0.00005	-0.00001	0.00009	0.00003	0.00002	0.00003	-0.00011	-0.00002	-0.00005	0.00002	0.00001	-0.00005	-0.00016	0.00006	-0.00013	-0.00007	-0.00006	0.00013	0.00001	0.00002	0.00003	0.00009	-0.0001	0.00012	0.00005	0.00008	-0.00002	0.00002	0	0.00007	0	0.00007	-0.00005	0.00005	0	0	0.00001	0.0001	0.00003	-0.00001	0.00004	0.00006	0.00002	0.00004	0	0.00009	-0.00003	-0.00008	-0.00001	0	-0.00003	-0.0001	0.00006	0.00001	-0.00008	-0.00001	0.00005	-0.00004	-0.00008	-0.00007	-0.00002	-0.00003	-0.00005	0.00004	0.00001	-0.00003	-0.00007	0.0001	-0.00003	0.00001	0.00001	0.00003	-0.00009	0.00001	0.00002	0.00003	-0.00003	0.00001	0.00003	0	0.00007	0.00002	0.00001	-0.00005	0.00002	-0.00002	0.00001	-0.00003	0	-0.00004	-0.00003	-0.00001	0.00007"
"120	""SAF A1439 lrdm1 flipped_bw.txt""	7.3066	""R""	0.60051	0	0	0.52989	0.00687	-0.00929	-0.01166	-0.00663	0.00764	0.01008	0.01267	0.01579	0.00402	-0.0019	0.01034	0.00336	-0.0025	0.00978	-0.00457	-0.00292	-0.00071	0.00062	-0.00405	0.00209	0.00093	0.00396	-0.00062	-0.00187	0.00017	-0.00023	0.0017	-0.00178	0.00133	0.00207	-0.00099	0.00028	0.00059	-0.00002	-0.00083	0.00055	0.00065	0.0011	-0.00024	-0.00024	0.00005	-0.00064	0.0002	0.00017	0.00073	0.0005	-0.00061	-0.00022	-0.00019	-0.00031	0.00013	-0.00022	0.00087	0.00034	0.00019	-0.00024	-0.00023	0.00018	0.00035	0.00004	0.00065	0.00008	-0.00049	0.00023	-0.0001	0.00057	0.00017	-0.00018	0.00041	-0.00003	0.00019	0.00007	0.00006	0.00046	-0.00027	-0.00006	0.00029	-0.00005	-0.00036	-0.00001	-0.00001	0.00021	-0.00006	0.00001	0.00026	-0.00025	0.00006	0.00006	0.00012	0.00029	0.00009	-0.00023	-0.00002	-0.00022	-0.00008	0.00017	0.00025	0.0002	-0.00017	-0.00004	-0.00005	-0.00013	0.00012	-0.00014	0.00024	0.00002	-0.0001	0.00004	-0.0001	0.00002	-0.00002	0.00015	0.00013	-0.00008	-0.00008	0	-0.00005	0.00011	0.00011	-0.00013	0.00014	-0.00004	0.00005	-0.00005	0.00002	0.00012	-0.00008	0.00001	0.00013	-0.00002	-0.00009	0	0.00005	0.00005	0.00001	-0.00007	0.00015	-0.00006	-0.00001	0.00001	-0.00001	0.00011	0.00006	0.00007	0.00015	-0.00009	-0.00007	-0.00005	-0.00003	0.00014	0	-0.00002	0.00009	-0.00004	0.0001	0.00008	0.00004	0.00008	-0.00007	-0.00007	0.00001	0.00005	-0.00004	0.00002	0.00008	0.00001	-0.00001	-0.00002	0	0.00001	-0.00007	-0.00002	0.00008	-0.00003	-0.00003	0	-0.00001	0	0.00003	0.00001	0.00008	0.00001	0.00005	-0.00002	0	0.00004	0.00003	-0.00003	0.00008	0.00001	-0.00003	-0.00003	0.00005	0.00001	-0.00008	-0.00004"
"121	""SAF A1469 lldm1_bw.txt""	6.95714	""R""	0.60611	0	0	0.52489	0.00622	-0.01125	-0.01859	-0.0042	0.00659	0.01035	0.01444	0.02345	0.00302	-0.00784	0.00782	0.00211	-0.00601	0.00593	-0.00964	-0.00338	-0.00132	-0.00372	-0.00325	0.00239	-0.00228	-0.00004	0.00134	-0.00023	-0.00178	-0.00146	0.00304	-0.00017	-0.00122	-0.00037	-0.00058	-0.00092	-0.00127	0.00051	-0.00029	-0.0003	-0.00051	-0.00033	0.0005	0.00003	-0.00035	-0.00009	-0.00066	-0.00001	-0.00033	-0.00014	-0.00029	0.00004	-0.00049	-0.00032	0.00022	0.00015	-0.00013	-0.00015	0.0001	-0.00015	-0.00002	0.00007	0.0003	-0.00062	0.00011	0.00013	0.00018	-0.0001	0.00031	0.00017	-0.00011	0.00024	0.00025	0.00007	-0.00016	-0.00009	0.00015	-0.00008	-0.00022	-0.00003	0.00012	-0.00009	-0.00009	0.00021	0.00011	-0.00007	0.00013	0.00007	-0.00004	-0.00005	0.00017	-0.00007	0.00006	-0.00003	-0.00003	-0.00004	-0.00009	-0.00001	-0.00012	0.00014	-0.00002	-0.00008	0.00001	0.00014	-0.00012	-0.00003	0.00007	-0.00011	-0.00014	-0.00011	-0.00007	0	-0.00006	0.00004	0.00005	0.00006	-0.00015	-0.00002	0.00014	-0.00006	-0.00001	-0.00006	-0.00018	-0.00009	-0.00009	0.00003	-0.00007	0.00005	0.00001	-0.00011	0.00009	0.00005	-0.00001	0.00002	0.00002	-0.00011	-0.00002	-0.00006	-0.00003	-0.00003	0.00004	0.00003	-0.00001	0.00001	0.00001	0.00003	0.00007	0.00001	0.00004	0.00002	-0.00002	0.00001	0	0.00003	-0.00005	0.00002	0.00004	0.00005	0.00002	-0.00002	-0.00001	0.00001	0.00002	0.00003	0.00004	0.00009	0.00003	0	0	0.00004	-0.00001	-0.00006	0.00003	0.00009	-0.00001	0.00004	0.00004	0.00006	0.00007	0	0.00002	0.00002	-0.00007	-0.00004	0.00001	0.00005	-0.00006	0.00007	-0.00001	-0.00003	0.00003	0.00006	-0.00002	-0.00002	-0.00003	-0.00002	-0.00004	-0.00004	-0.00001	-0.00001"
"122	""SAF A1572 lldm1_bw.txt""	6.73688	""R""	0.61915	0	0	0.51371	-0.00412	-0.01507	-0.02209	0.00466	0.01634	0.0109	0.01445	0.01865	-0.00725	-0.0071	0.01168	0.00482	-0.00341	0.00704	-0.00712	0.00597	-0.00655	0.00101	0.00079	-0.00084	-0.00392	0.00114	0.00029	-0.00318	-0.00131	-0.00019	-0.00213	-0.00305	-0.00159	0.00043	-0.00219	-0.00022	0.00008	-0.00155	-0.00027	0.00139	0.00008	-0.00039	0.00145	-0.00075	-0.0001	-0.00104	0.00141	-0.00057	0.00052	-0.00014	-0.00038	-0.00024	0.00043	-0.00025	-0.00068	-0.00011	0.00017	-0.00052	-0.00019	0.00048	0.00048	-0.00071	-0.00009	0.00033	-0.00017	0.00001	0.0006	0.0003	0.00022	-0.00023	0.00067	-0.00001	-0.00011	0.00008	-0.00033	-0.00039	-0.00001	-0.00001	-0.00051	-0.00002	-0.00015	-0.00022	-0.00037	0.00027	0.00001	0.00004	0.00023	0.00018	-0.00017	-0.00017	0.00031	-0.0002	-0.00001	0.00013	0.00004	-0.00013	0.00003	0.0001	0.00013	-0.0001	-0.00001	0.00011	-0.00007	-0.00001	0.00001	0.00004	-0.0002	0.00009	-0.00005	0.00007	-0.00007	0.00007	0.00005	0	0.0001	0	-0.00002	0.00003	0.00009	-0.00001	0.00001	0	-0.00007	-0.00006	-0.00008	0.00001	-0.00007	-0.00001	0.00005	0.00001	0.00003	-0.00001	-0.00009	0.00001	0.00006	0.00003	0.00004	-0.00001	-0.00004	0.00007	-0.00006	0.00006	0.00003	-0.00002	-0.00002	-0.00003	0.00007	-0.00001	0.00003	-0.00003	-0.00011	-0.0001	-0.00002	0.00005	-0.00003	0.00001	0.00002	-0.00005	0.00004	0.00012	0.00003	0.00003	0.00004	-0.00002	0.00001	-0.00006	-0.00001	-0.00009	0.00003	0	-0.00004	-0.00004	0.00004	-0.00003	0.00002	0.00004	0.00001	0	-0.00001	0.00004	-0.00002	-0.00001	0.00002	0.00006	0	0	0.00002	0	-0.00001	0.00002	0.00003	-0.00006	-0.00003	-0.00003	-0.00005	0.00001	0	-0.00001	-0.00009	0"
"123	""SAF A1655 lldm1_bw.txt""	6.86478	""R""	0.61331	0	0	0.5178	-0.00123	0.00056	-0.00292	-0.00013	0.00921	0.00115	0.0015	0.02671	-0.00201	0.00594	0.01019	0.00275	-0.00495	0.00034	-0.00133	-0.00355	-0.00089	0.00303	-0.00788	-0.00272	-0.00097	-0.00031	0.00031	-0.00148	0.00035	-0.00058	0.00153	0.00076	0.00011	-0.00031	-0.00011	0.00057	-0.00024	-0.00032	-0.00007	0.00015	-0.00024	-0.00078	-0.0004	-0.00043	-0.00024	-0.00014	-0.00001	0.00001	-0.00001	-0.00054	0.00038	0.00037	-0.00025	-0.00006	0.00019	-0.00004	-0.00021	-0.00032	-0.00004	-0.00017	-0.00017	-0.00013	-0.0003	0	-0.00023	-0.00014	0.0001	0.00031	-0.00001	-0.0001	0.0002	-0.00007	-0.00013	-0.00004	0.00013	-0.00031	0.00001	-0.00012	-0.00012	0.00004	0.00006	-0.00005	-0.00019	0.00004	-0.00007	-0.00016	-0.00001	0.00014	0.00004	-0.0001	0.00006	0.00003	0.00006	-0.00013	0.00002	-0.0003	0	0.00005	0.0001	0.00002	0.00012	-0.00005	0.00009	0.00015	-0.00001	0.00013	0.00003	-0.00004	0.00003	0	-0.00004	-0.00001	-0.00004	0.00007	-0.00007	0.00011	-0.00004	-0.00001	0	0.00009	-0.00009	0.00004	-0.00003	-0.00007	-0.00007	0.00003	0.00004	-0.00006	-0.00003	0	0.00001	0	0	0.00012	0.0001	-0.00003	0.00003	-0.00002	-0.00002	-0.00004	0.00007	0.00004	-0.00014	-0.00005	0.00003	-0.00007	-0.00005	0	0.00008	-0.00004	-0.00003	0.00001	-0.00002	-0.00004	0.00006	0.00007	0.00007	0.00001	0.00013	0.00003	-0.00003	0.00001	0.00003	-0.00008	0.00007	0.00005	-0.00006	-0.00006	-0.00002	-0.00002	-0.0001	0.00006	0.00007	0	-0.00004	0.00005	-0.00002	-0.00003	0.00007	-0.00003	0.00003	-0.00001	0.00003	0	0.00002	-0.00004	-0.00006	-0.00003	0.00001	0.00001	-0.00001	0.00002	0.00007	-0.00005	0.00003	-0.00004	-0.00002	-0.00001	-0.00002	0.00002"
"124	""SAF A2819 lrdm1 flipped_bw.txt""	7.14834	""R""	0.61466	0	0	0.51653	0.00541	-0.00309	-0.00582	-0.00682	0.01065	0.00214	0.00398	0.02578	0.00207	0.00131	0.00736	0.0052	-0.00511	0.00009	-0.00458	-0.00315	-0.00003	0.0015	-0.0046	-0.00182	-0.00287	-0.0008	0.00202	0.001	0.00019	0.0007	0.00286	0.00117	-0.00162	0.00082	0.0003	-0.00128	-0.0004	0.00081	-0.00156	-0.00028	-0.00087	0.00022	-0.00102	0.00016	0.00061	0.00033	0.00067	-0.00092	-0.0006	0.00044	0.00106	0.00004	0.00055	0.00045	0.00003	0.00057	-0.00078	0.00021	-0.00085	0.00021	0.00045	0.00026	-0.00015	-0.00037	-0.00047	-0.00009	0.00032	-0.00005	0.00037	-0.0001	-0.00034	0.00014	-0.00014	-0.00004	-0.00007	-0.00042	-0.00013	-0.00023	0.00028	0.00027	0.00028	-0.00012	-0.00002	0.00011	-0.00032	-0.00021	-0.00023	-0.00001	0.00011	-0.00014	0.00001	0.00006	-0.00031	-0.00026	0.00009	-0.00009	0.00001	0.00004	0.0002	0.00007	-0.00022	-0.00017	0.00009	0.00003	-0.00009	0.00013	0.00004	0.00004	-0.00026	-0.00012	-0.00018	0.00006	-0.00013	-0.00005	-0.00024	0.00002	-0.00021	-0.00003	0.00022	-0.00003	-0.00004	-0.00016	0.00007	-0.00011	-0.00016	0.00012	-0.00003	-0.00002	0.00006	-0.00012	0.00003	-0.00005	-0.00009	0.00008	-0.00001	0.00002	0.00008	-0.00002	0.00006	0.00005	0	0.00003	-0.00004	-0.00007	0.00002	-0.00001	-0.00002	-0.00002	0.00007	0.00005	0.00008	0	-0.00001	-0.00009	-0.00009	0.00004	0.0001	0.00008	0.00002	0.00002	-0.0001	-0.00011	0.00004	0.00008	0.00004	0.00004	-0.00007	0.00006	-0.0001	-0.00008	-0.00003	-0.00008	0.00005	-0.00003	0.00001	-0.00008	-0.00003	-0.00003	0.00006	0.00002	0.00005	-0.00003	-0.00002	0.00004	-0.00004	0	-0.00003	0	0.00005	-0.00005	0.00001	-0.00004	0	0.00007	0.00007	-0.00001	0.00003	-0.00003	0	0.00004"
"125	""SAF A3018 lrdm1 flipped corrected_bw.txt""	7.36104	""R""	0.6044	0	0	0.52593	-0.00237	0.00181	0.00083	0.00168	0.00963	0.00605	0.00738	0.01794	-0.0006	0.0042	0.00481	-0.00194	-0.0027	0.00469	-0.00272	-0.00145	-0.00089	0.00188	-0.0049	0.00178	-0.00057	0.00232	0.00041	-0.00058	-0.00113	-0.00002	0.00215	-0.00041	0.00043	0.00083	-0.00137	-0.00085	-0.00044	0.00013	-0.00142	-0.00076	0.0004	0.00012	0.00048	0.00061	0.00011	-0.00054	0.00043	0.00015	0.00021	0.00008	-0.00014	-0.00046	-0.00046	-0.00006	0.00026	0.00042	0.00011	-0.00008	-0.0002	0.00033	-0.00021	0.00023	0.00014	-0.00048	-0.00008	0.00007	0.00038	0.00001	-0.00001	-0.00002	-0.00042	0.00013	-0.00011	0.00025	-0.00013	-0.00001	0	-0.0001	0.00025	-0.00005	-0.00003	0.00004	-0.0001	-0.00007	0	0.00004	0.00002	0.00004	0.00007	0.00006	0.00008	-0.00006	-0.00004	-0.00005	-0.00014	0.00002	0.00017	0.00001	-0.00005	-0.00006	-0.00006	-0.00015	-0.00002	0.00001	0.00009	-0.00001	-0.00001	0.00009	-0.00002	-0.00008	0.00009	-0.00003	-0.00002	0.00005	0.00008	0.00004	0.00008	0.00001	0.00001	-0.00012	-0.00004	0.00009	-0.00003	0	0.00013	0.00002	-0.00001	0.00005	-0.00006	0.00003	-0.00006	0	0.00002	0.00003	0.00002	0.00007	-0.00001	0.00004	0.00004	-0.00006	-0.00002	0.00008	0.00007	-0.00002	0.00004	0.00006	0	-0.00001	-0.00003	0.00006	-0.00009	0.00002	0.00005	0.00003	-0.00001	-0.00001	-0.00006	-0.00001	0.00001	0.00004	0.00004	0.00002	0.00001	-0.00001	-0.00006	-0.00004	-0.00005	-0.00004	0.00001	0	-0.00004	0.00006	-0.00002	-0.00004	0.00005	-0.00001	-0.00003	0	0.00003	-0.00002	-0.00001	-0.00003	-0.00003	0	-0.00002	0.00005	0.00003	-0.00001	0.00003	0	0.00007	-0.00004	0	0.00003	-0.00005	0.00001	0.00002	-0.00001	-0.00007	0.00004"
"126	""SAF A3019 lldm1 corrected_bw.txt""	7.22878	""R""	0.61607	0	0	0.5155	0.00315	-0.01	-0.01051	-0.00181	0.01417	0.00448	0.00413	0.02088	0.00415	-0.00232	0.01013	-0.00425	-0.00141	0.00568	0.00304	-0.0013	0.00215	0.00018	-0.004	0.00464	-0.00035	0.00521	-0.00152	-0.00082	-0.00117	-0.00037	0.00294	0.00029	0.0008	0.00251	-0.00065	0.00081	-0.00124	0.0013	-0.00093	-0.00011	0.00003	0.00097	-0.00068	-0.00041	-0.00116	0.00061	-0.00023	0.00058	0.00028	-0.00053	-0.00151	-0.00013	-0.00053	0.00063	0.00037	-0.00133	-0.00014	-0.00073	0.00102	0.00044	0.00043	0.00029	-0.00081	-0.00005	-0.00002	0.00024	0.00034	-0.00095	0.00027	-0.00003	0.00064	0.00022	0.00023	0.00015	-0.00048	0.00048	0.00028	0.00024	-0.00002	-0.00032	-0.00023	0.00018	0.00046	0.00029	0.00012	-0.00009	-0.00035	0.00041	-0.00004	0.00033	-0.00013	-0.00045	-0.00021	-0.00016	0.00014	0.00005	0.00009	0.00005	-0.00023	0.00025	0.00001	-0.00003	-0.00004	-0.00033	-0.00004	0.00007	0.00026	-0.00005	0.00006	-0.00004	-0.00003	0.00015	0.00007	0	-0.00024	-0.00016	-0.00001	0.00014	0.00021	-0.00003	-0.00004	-0.00011	0.00008	0.0002	0.00004	0.00007	-0.00017	0	-0.00005	0.00002	0.0001	-0.00013	-0.00005	-0.00001	0.00003	0.00006	-0.00002	-0.00002	-0.0001	0.00007	0.00002	0.00001	0	-0.00004	-0.0001	0.00002	0.00007	0.00004	0	-0.00004	-0.00002	-0.00001	-0.00007	0.00003	-0.00006	-0.00001	-0.00005	0	-0.00002	0.00004	-0.00007	0.00001	0.00006	-0.00003	0.00002	-0.00003	0.00001	-0.00008	0.00001	0.00009	0.00002	-0.00006	-0.00001	-0.00001	0.00002	0.00003	0.00005	0	-0.00006	0.00003	0.00005	0.00005	0.00001	-0.00005	0	-0.00001	0.00006	0	0.00006	0	-0.00003	0.00005	0.00003	0.00002	-0.00005	-0.00001	-0.00001	0.00001	-0.00001	0"
"127	""SAF A3025 lrdm1_bw.txt""	7.00883	""R""	-0.62536	0	0	-0.50693	-0.00287	-0.0035	-0.0124	0.00382	-0.01553	-0.0074	-0.00963	-0.03002	-0.00367	-0.00127	0.01004	0.00096	0.00175	-0.00186	0.00831	0.00559	-0.00264	0.00163	-0.00392	-0.00114	0.00138	0.001	-0.00166	-0.00389	-0.00063	0.00018	0.0011	-0.00004	0.00096	-0.00035	-0.00092	0.00307	-0.00066	-0.00007	-0.00045	-0.00027	-0.00065	-0.00055	0.00071	-0.00042	-0.00022	0.00053	0.00079	-0.00022	-0.00023	0.00053	0.00048	-0.00042	-0.00007	0.00042	-0.00044	0.00017	0.00058	0.00015	-0.00069	-0.0004	0.00008	0.0001	-0.00009	-0.0003	0.00028	-0.00015	0.00007	0.00042	-0.00011	-0.00019	-0.00016	0.0003	0.00011	-0.00001	0.00016	-0.00007	-0.00019	-0.0001	0.00007	0.00004	0.00004	0.00011	-0.00011	0.00007	-0.0001	-0.00008	0.00006	-0.00014	0	-0.00005	0.00005	0.00009	-0.00002	-0.00003	-0.00005	0.00002	-0.00009	-0.00002	-0.00005	-0.00009	-0.00007	0.00006	0.00019	0.00004	0.00005	-0.00002	0.00001	-0.00006	-0.00002	0.00011	-0.00011	-0.00008	0.00005	-0.00003	-0.00002	0.00004	0.00003	-0.00003	-0.00008	0.00004	-0.00003	-0.00003	0.00005	0.00005	-0.00002	-0.00011	-0.00002	0.00001	-0.00009	-0.00003	-0.00008	0.00003	0.00001	0	0.00015	-0.00006	-0.00008	-0.00007	0.00002	0	0.00003	0.00003	-0.00005	0.00002	-0.00002	-0.0001	-0.00006	-0.00008	-0.00002	-0.00001	-0.00005	0.00006	0.00005	-0.00005	0.00009	-0.00003	-0.00005	-0.00003	0.00003	-0.00003	0.00006	-0.00001	-0.00002	0.00003	-0.00003	0.00001	0.00002	0.00002	0.00003	0.00001	0.00003	0.00002	-0.00002	0.00002	0.00003	-0.00004	0.00002	0.00004	0.00001	-0.00002	0.00002	0	-0.00007	-0.00002	0.00001	0.00005	0.00001	0.00002	0.00002	-0.00005	-0.00001	0.00003	0	0.00001	-0.00005	0	0	-0.00004	0.00001	0.00001"
"128	""SAF A3148 lrdm1 corrected flipped_bw.txt""	7.03326	""R""	0.60476	0	0	0.52584	0.00153	0.00246	0.00335	-0.00413	0.01797	0.00625	0.00937	0.0073	0.0069	0.00222	0.00043	-0.0052	0.0017	0.00534	-0.00381	0.00646	0.00216	0.00073	-0.00097	0.00672	-0.00126	-0.0003	-0.00264	-0.00123	-0.00069	-0.00042	-0.00069	-0.00189	-0.00017	-0.00022	0.00116	0.00015	0.00055	-0.00052	-0.00049	0.00028	0.00013	-0.00004	-0.00079	-0.00054	-0.00013	-0.00095	-0.00011	0	0.00043	-0.00024	0.00056	-0.00008	-0.0001	-0.00041	0.00072	0.00003	0.00064	0.00022	0.00006	-0.00018	-0.00024	0.00023	0.00014	0.00024	0.00041	-0.00013	-0.00026	0.00046	-0.00033	0.00026	0.00001	0.00012	-0.00008	-0.00029	-0.00001	0.0003	-0.00019	0.00028	-0.00008	-0.00025	-0.0004	-0.00033	-0.00021	0.00012	0.00008	0.00018	-0.00006	-0.00011	-0.0002	-0.00019	0.00033	-0.00036	0.00015	-0.00006	-0.00017	-0.00004	-0.00005	0.00003	0.00004	0.00005	0.00012	-0.00012	0.00008	0.00005	-0.00006	0.00007	0.00007	0.00004	0.00012	-0.00007	0.00004	-0.00005	-0.00009	0.00001	-0.00016	0.00005	0.00007	-0.00002	0	0.00016	-0.00007	-0.00002	0.00008	-0.00004	0.00001	-0.00001	-0.00001	-0.00009	-0.00004	0.00002	-0.00005	0.00002	-0.00001	-0.00001	-0.00001	0.00007	-0.00002	-0.00002	0.00004	-0.00004	-0.00006	0.00001	0.00006	-0.00003	0	0.00007	0.00009	0	-0.00007	-0.00002	-0.00009	0.00004	0.00003	0.0001	0	-0.00003	-0.00009	-0.00006	0.00002	0.00005	0.00007	0.00004	-0.00006	-0.00003	-0.00007	-0.00004	0.00001	-0.00006	0	0	-0.00002	0.00008	0.00001	-0.00003	-0.00001	-0.00003	0.00002	0.00001	0.00003	-0.00012	0.00002	0	0.00005	0	0.00005	0.00002	-0.00003	0.00004	0.00004	0.00002	0	-0.00004	0.00002	0.00002	0.00005	-0.00001	0.00002	0.00003	0.00001	0.00006"
