"	""ID""	""Area""	""Group""	""a1""	""b1""	""c1""	""d1""	""a2""	""b2""	""c2""	""d2""	""a3""	""b3""	""c3""	""d3""	""a4""	""b4""	""c4""	""d4""	""a5""	""b5""	""c5""	""d5""	""a6""	""b6""	""c6""	""d6""	""a7""	""b7""	""c7""	""d7""	""a8""	""b8""	""c8""	""d8""	""a9""	""b9""	""c9""	""d9""	""a10""	""b10""	""c10""	""d10""	""a11""	""b11""	""c11""	""d11""	""a12""	""b12""	""c12""	""d12""	""a13""	""b13""	""c13""	""d13""	""a14""	""b14""	""c14""	""d14""	""a15""	""b15""	""c15""	""d15""	""a16""	""b16""	""c16""	""d16""	""a17""	""b17""	""c17""	""d17""	""a18""	""b18""	""c18""	""d18""	""a19""	""b19""	""c19""	""d19""	""a20""	""b20""	""c20""	""d20""	""a21""	""b21""	""c21""	""d21""	""a22""	""b22""	""c22""	""d22""	""a23""	""b23""	""c23""	""d23""	""a24""	""b24""	""c24""	""d24""	""a25""	""b25""	""c25""	""d25""	""a26""	""b26""	""c26""	""d26""	""a27""	""b27""	""c27""	""d27""	""a28""	""b28""	""c28""	""d28""	""a29""	""b29""	""c29""	""d29""	""a30""	""b30""	""c30""	""d30""	""a31""	""b31""	""c31""	""d31""	""a32""	""b32""	""c32""	""d32""	""a33""	""b33""	""c33""	""d33""	""a34""	""b34""	""c34""	""d34""	""a35""	""b35""	""c35""	""d35""	""a36""	""b36""	""c36""	""d36""	""a37""	""b37""	""c37""	""d37""	""a38""	""b38""	""c38""	""d38""	""a39""	""b39""	""c39""	""d39""	""a40""	""b40""	""c40""	""d40""	""a41""	""b41""	""c41""	""d41""	""a42""	""b42""	""c42""	""d42""	""a43""	""b43""	""c43""	""d43""	""a44""	""b44""	""c44""	""d44""	""a45""	""b45""	""c45""	""d45""	""a46""	""b46""	""c46""	""d46""	""a47""	""b47""	""c47""	""d47""	""a48""	""b48""	""c48""	""d48""	""a49""	""b49""	""c49""	""d49""	""a50""	""b50""	""c50""	""d50"""
"141	""SAF 51 lrdm2 corrected flipped_bw.txt""	8.45479	""R""	0.60254	0	0	0.52767	0.00302	0.00302	0.00103	-0.00607	0.00827	0.00016	-0.00237	0.01659	0.00327	-0.00132	-0.00557	0.00151	-0.00382	-0.00148	-0.00071	0.0015	-0.00165	-0.00275	0.0018	0.00465	-0.0033	0.00061	0.00306	-0.00029	-0.00172	-0.00007	0.00166	-0.00298	-0.0015	0.00208	-0.00024	-0.00119	0.00142	0.00083	-0.00019	-0.00129	-0.00013	0.00035	-0.00159	-0.00056	0.00173	0.0002	-0.00069	0.00038	0.0002	-0.00049	0.0002	0.0002	0.00064	-0.00007	0.00009	0.00086	0.00038	0	0.00036	-0.00005	0.00005	-0.00003	0.00009	0.0001	0.00064	0.00031	0.00024	-0.00019	0.00024	-0.00032	-0.00024	-0.00043	0.00035	0.00015	-0.00023	0.00031	0.00026	-0.00022	0.00022	0.0001	0	0.00002	-0.00001	-0.00003	0.00009	0.00014	0.00006	0.00004	0.00009	0.00004	-0.00002	-0.00003	0.00003	0.00021	0.00005	0.00006	0.00005	-0.00002	0.00002	0.00008	-0.00016	0.0001	-0.00008	0.00014	-0.00017	0.00004	0.00004	0.00014	-0.00013	0.00004	-0.00003	-0.00018	-0.00016	0.00007	-0.00002	-0.00012	-0.00002	0.00001	-0.00003	0.00008	-0.00002	-0.00004	-0.00009	-0.00003	-0.00005	-0.00002	0.00002	-0.00004	-0.00003	-0.00007	0.00004	0.00006	-0.00004	0.00004	0.00004	0	0.00003	-0.00002	0.00001	-0.00009	-0.00003	0.00007	0.00002	0.00003	0.00005	-0.00001	0	0.00004	-0.00005	0.00002	-0.00006	0.00002	-0.00001	0	0	0.00003	-0.00005	-0.00005	-0.00004	-0.00001	-0.00001	0	-0.00002	-0.00002	0.00001	-0.00003	0.00005	-0.00005	0.00001	0	0.00002	-0.00001	0.00004	0	0	0	0.00002	0.00002	0.00001	-0.00001	0.00001	0	0.00001	0.00004	0	0.00004	0.00001	0.00001	0.00001	0	-0.00002	-0.00002	-0.00002	0.00002	-0.00003	0.00002	0.00002	-0.00002	-0.00001	0"
"142	""SAF 52 lrdm2 O flipped_bw.txt""	9.26369	""R""	0.61815	0	0	0.51324	-0.00008	0.00129	0.00156	0.00006	0.01304	0.00247	0.00222	0.02615	0.00155	-0.00093	-0.00381	-0.00244	-0.00321	0.00182	-0.00024	-0.00204	-0.00002	-0.00001	0.00428	0.00397	0.00011	0.00174	0.00072	-0.00234	0.00018	0.00078	-0.00255	-0.00395	0.00071	0.00092	-0.00144	0.00097	0.00146	-0.00056	0.00023	0.00163	0.0003	-0.00066	-0.0006	0.00001	-0.00004	0.00016	0.00088	0.00004	0.0001	-0.0002	0.00122	-0.00009	-0.00033	0.00094	0.00034	0.00055	0.00017	-0.00039	-0.00154	-0.00005	-0.00032	0.00023	-0.00122	-0.00051	0.00004	-0.00049	0.00108	0.00034	0.00012	-0.00054	0.00008	-0.00005	0.0001	0.00006	-0.00016	-0.00048	0.00042	-0.00007	0.00051	-0.0004	0.00029	0.00002	-0.00008	0.00018	0.00031	0.00005	-0.00021	0.00043	-0.0002	0	0.00007	0.00047	-0.00007	0.00009	0.00014	0.00016	-0.00038	0.00007	0.0001	-0.00012	0.00001	-0.00003	-0.00024	-0.0003	-0.00008	0.00002	-0.0002	-0.0003	0.00013	-0.00007	0.00015	0.00012	-0.00011	-0.00008	0.00008	0.0003	-0.00004	-0.00008	-0.00018	0.0001	-0.00016	0.00005	0.00015	-0.0001	-0.00002	-0.00002	0.0002	-0.00008	-0.00013	0	-0.00018	0.00001	0.00001	0.00002	-0.00009	0.00001	-0.00003	-0.00003	0.00005	-0.00008	-0.00002	0.00003	0.00004	0.00003	-0.00002	0	0.00004	0.00002	0	-0.00001	-0.00006	-0.00003	0.00008	0.00001	-0.00002	-0.0001	-0.00004	-0.00011	-0.00005	0.00004	0.00007	-0.00007	-0.00008	0.00009	-0.00003	-0.00007	0.00009	0.00001	0	0	0.00013	0.00002	-0.00004	-0.00002	-0.00003	-0.00005	0	0.00001	-0.00006	-0.00005	0	0	0.00004	0.00004	-0.00003	-0.00002	-0.00004	0.00006	-0.00005	0.00003	0.00003	-0.00001	-0.00002	-0.00002	0.00005	-0.00004	0	0.00004	-0.00003	-0.00002"
"143	""SAF 58b lldm2 corrected_bw.txt""	8.42651	""R""	0.60101	0	0	0.52917	-0.00711	0.00139	0.00043	0.00784	0.0065	0.00574	0.00487	0.01878	-0.00431	0.00447	0.00456	-0.0033	-0.00343	0.00232	-0.00437	-0.00129	0.00108	0.00368	-0.00191	-0.00287	-0.00065	-0.00007	0.0016	-0.00154	0.00133	-0.00047	-0.00266	0.0018	0.0004	0.00019	-0.00045	-0.00034	-0.00045	-0.00114	0.00143	0.00033	0.00019	-0.00038	-0.00057	0.00036	-0.00065	0.00062	0.00088	-0.00011	-0.00009	-0.00013	0.00054	0.00011	0.0003	0.00053	-0.00086	-0.00089	-0.0001	0.00017	0.00004	0.00014	0.00052	-0.00058	-0.0006	0.0005	-0.00003	-0.00003	-0.0001	-0.00024	-0.00018	-0.00056	0.0006	0.00033	0.00001	-0.00009	-0.00008	-0.00005	-0.00022	0.00013	0.00019	-0.00024	0.00002	0.00003	0.00006	0.00013	0.00001	0.00011	-0.00019	0.00003	0.00014	0.00007	0.00006	-0.00011	-0.00002	-0.00014	-0.00013	0.00005	0.00011	-0.00011	-0.00016	0.00008	0.00006	-0.00017	0.00007	-0.00013	-0.00011	-0.00026	-0.00011	0.00013	0.00006	0	0.00018	0.00008	-0.00018	-0.0001	0.00019	0	0.00005	0.00009	-0.00008	-0.00006	0.00001	0.00009	0.00008	-0.00014	0.0001	-0.00007	-0.00019	0.00003	0.0001	-0.00006	-0.00021	0.00004	0.00003	-0.00016	0.00007	0.00008	0.00002	-0.00012	0.00008	0.00003	0.00003	-0.00003	0.00013	-0.00008	0.00006	-0.00002	0.00001	-0.00011	0.00003	0.00001	-0.00011	0.00002	0.00007	0	0.00001	0.00014	-0.00003	-0.00001	0.00005	0.00009	-0.00001	0.00002	0.00003	-0.00003	-0.00006	-0.00001	-0.00003	-0.00004	0.00001	0.00002	-0.00003	-0.00005	-0.00004	-0.00002	0.00001	-0.00001	-0.00003	-0.00001	-0.00002	0.0001	0.00001	0.00004	0.00006	-0.00004	-0.00006	0.00001	0.00005	-0.00003	0.00006	0.00006	-0.00002	-0.00002	0.00002	0	-0.00006	-0.00008	0.00004	0	-0.00006	0.00003"
"144	""SAF 58C lldm2 corrected_bw.txt""	8.64305	""R""	-0.60422	0	0	-0.52626	-0.00608	0.00133	0.00215	0.0059	-0.00641	0.00152	0.00376	-0.02009	-0.00677	0.00327	0.00244	0.00148	0.00529	0.00111	-0.00084	0.00087	-0.00086	0.00246	-0.00226	-0.00582	0.00267	-0.00176	-0.00244	0.00059	0.00168	0.00129	0.00089	0.00172	-0.0001	-0.00257	0.00015	0.00196	0.00032	0.00111	-0.00049	0.00055	-0.00117	-0.00084	0.00141	-0.00031	0.00011	0.00025	-0.00015	-0.00027	-0.00045	0.00011	-0.00019	-0.00036	0.00018	-0.00015	0.00008	-0.00012	-0.00002	0.00039	0.0002	-0.00022	-0.00019	0.00004	0.00011	0.00034	0	0.00049	-0.00006	0.00028	-0.00022	0.00019	-0.00002	-0.00023	-0.00006	0.00018	-0.00023	0.00004	-0.00011	0.00018	0.00002	0.00004	-0.00007	0.00006	0.00014	-0.00002	-0.00009	0.00018	-0.00005	0.00002	0.0001	0.00015	0.00003	-0.00023	0.00006	0.00007	-0.00005	-0.00017	0.00019	0.00003	-0.00014	0.00008	0.00009	0.00003	0.00009	0.00011	0.00015	0.00003	0.0001	-0.00002	0.00006	0.00006	-0.00003	-0.00007	0.00019	-0.00002	-0.00014	-0.00004	0.00001	-0.00011	-0.00013	0.00008	0.00012	-0.00012	0.00002	0.00009	-0.00006	-0.00015	0.00003	0	0.00005	-0.00006	0.00003	-0.00003	-0.00001	-0.00006	0.00007	-0.00005	0	-0.0001	-0.00008	0.00009	-0.00004	-0.00004	-0.00002	0.00009	-0.00003	-0.0001	0.00007	-0.00009	-0.00003	-0.00005	0	-0.00011	0.00005	-0.00003	-0.00001	-0.00003	0.00007	-0.00006	-0.00002	-0.00003	0.00003	-0.00003	-0.00002	0.00004	0.00004	-0.00006	0.00001	0.00006	-0.00001	-0.00003	0.00001	0.00002	0	-0.00002	0.00003	0	0	-0.00002	0.00002	-0.00002	-0.00002	0	-0.00001	0.00003	0	-0.00001	0.00001	0.00002	-0.00002	-0.00002	-0.00002	-0.00003	-0.00002	-0.00001	0	-0.00001	0	-0.00001	0.00002	0.00001"
"145	""SAF 95 lrdm2 O corrected flipped_bw.txt""	9.06594	""R""	0.59549	0	0	0.53414	0.00224	0.00164	0.00152	-0.00304	0.00569	0.00298	0.00282	0.01583	0.00276	-0.00097	-0.00299	-0.00108	-0.00445	0.00282	0.00009	-0.00033	-0.00176	0.00095	0.00442	0.00525	-0.0014	0.00233	0.00039	-0.00212	-0.00256	0.00229	-0.00171	-0.0026	-0.00011	0.00119	-0.00102	0.0006	-0.0006	0.00022	-0.00079	0.00032	-0.0003	-0.0004	-0.00078	-0.00007	-0.00058	-0.0002	0.00035	-0.00021	0.0001	0.00012	0.00122	-0.00053	-0.0001	-0.00006	0	-0.00013	0.00039	0.00035	-0.00052	0.00008	0.00051	-0.00023	-0.00011	-0.0006	-0.00014	0.00005	0.00024	0.00048	0.0005	-0.00032	0.00001	0.00044	-0.00047	0.00017	-0.00015	0.00002	0.00025	-0.00014	0.00011	-0.00004	-0.00029	0.00001	-0.00003	-0.00011	0.00004	-0.00018	-0.00015	0.0002	-0.00009	-0.00013	-0.00006	-0.0001	0.00004	-0.00003	0.00022	-0.00024	-0.00004	-0.00008	0.00006	-0.00002	0.00022	0.00009	-0.00008	0.00002	0.00001	0.00003	0.00003	0.00005	0.00008	-0.00004	-0.00005	0.00017	-0.00007	0.00003	0.00001	0.00004	-0.00006	-0.00006	0.00006	-0.00001	0.00002	0.00002	-0.00002	-0.00014	0.00004	0.00004	0	-0.00011	0.00011	-0.0001	-0.0001	0	0.00007	0.00001	-0.00002	0.0001	-0.00002	-0.00011	0.00006	0.00012	-0.00008	0.00002	0.00002	0.00009	-0.00007	0.00004	0.00011	-0.00005	-0.00009	-0.00004	-0.0001	-0.00007	0	0.00005	-0.00008	-0.00001	-0.00006	-0.00005	0.00006	0.00001	0	-0.00001	0.00001	0.00001	-0.00005	0.00002	0.00002	-0.00002	0.00004	0.00002	0.00003	-0.00006	0	0.00002	0	-0.00003	0.00008	0.00002	0.00001	0.00002	-0.00001	-0.00002	-0.00002	0.00004	0.00002	0.00001	-0.00001	0.00005	-0.00005	-0.00002	0.00001	0.00002	-0.00005	0.00001	-0.00002	0.00003	0	-0.00003	-0.00003	-0.00006"
"146	""SAF A1235 lldm2_bw.txt""	8.93392	""R""	0.61177	0	0	0.51939	-0.004	0.00025	-0.00547	0.0009	0.01086	-0.00261	-0.00601	0.0227	0.00468	-0.0069	-0.00934	-0.00798	-0.00411	-0.00695	-0.00535	0.00122	0.00257	-0.00287	0.01024	0.00743	-0.00424	-0.00326	0.00709	0.00102	-0.00066	0.00208	-0.0019	-0.00198	-0.00196	0.00325	0.00176	-0.00254	0.001	0.00118	0.00002	-0.00087	0.00035	0.00182	-0.00203	-0.00074	0.00005	0.00005	-0.00053	0.00134	0.00021	0.00033	-0.00055	0.0009	-0.00038	0.00024	0.00044	-0.00047	-0.00015	0	0.00005	-0.00018	0.00026	0.00037	-0.0002	-0.00015	0.00039	-0.00011	-0.00003	-0.00006	0.00018	-0.00032	-0.00052	0.00008	-0.0001	-0.00013	0.00006	0.00042	-0.00032	-0.00045	0.00012	0.00038	-0.00033	-0.00007	0.00002	-0.00017	-0.00038	-0.00019	0.00019	-0.00011	-0.00001	0.00006	0.00012	-0.00016	0.00003	-0.00005	0.00009	-0.00037	0.00007	-0.0001	-0.00015	0	0.00008	0.00004	0.00001	0.00015	0.00003	-0.00004	0.00007	0.00007	0.00001	0.00016	-0.00003	-0.00006	0.00006	0.00007	0.00007	-0.00012	-0.00001	0.00017	0.00002	0.00015	0.00008	-0.00002	-0.00009	0.00012	-0.00004	0.00002	-0.00011	-0.00006	0	-0.00011	-0.00004	-0.00007	-0.00008	-0.00006	0.00001	0.00005	-0.00006	-0.00008	0	0.00011	-0.00004	-0.00004	0.00002	-0.00003	-0.00006	-0.00003	0.00002	-0.00004	0.00005	-0.00008	-0.00009	-0.00007	-0.00004	0.00002	0.00007	0.00002	0.00006	-0.00009	0.00011	0.00004	-0.00003	0.00005	0.00003	-0.00007	-0.00001	0.00002	0.00002	0.00001	0.00007	0.00002	-0.00008	-0.00006	0.00004	0.00004	-0.00001	-0.00008	0.0001	-0.00002	-0.00001	-0.00001	0.00001	0.00003	-0.00001	0.00012	0.00005	-0.00001	0.00002	0.00009	-0.00004	-0.00002	-0.00006	-0.00001	-0.00004	0.00001	0.00001	0.00004	0.00001	0.00001	0.00008	-0.00006"
"147	""SAF A1244 lrdm2 flipped_bw.txt""	8.80805	""R""	0.60431	0	0	0.5259	-0.00326	0.00462	0.00703	0.0024	0.00626	0.00218	0.00143	0.02494	0.00102	0.0002	-0.00726	-0.00409	-0.00572	0.00102	-0.00131	-0.00435	-0.00158	-0.00019	0.00576	0.00535	-0.00023	0.00203	0.00362	-0.00191	-0.00165	-0.00001	-0.00343	-0.00304	0.00195	0.00157	-0.0032	-0.00086	-0.0005	-0.00202	-0.00049	0.00078	0.00079	-0.00131	0.00002	0.00161	-0.00098	-0.00191	0.00079	0.00074	-0.0002	-0.00101	-0.00016	0.00007	-0.0002	-0.00064	0.00013	-0.00157	0.00045	-0.0004	0.00106	-0.00102	0.0005	-0.00039	0.00026	0.00073	0.0008	0.00005	-0.00063	0.00035	0.00023	-0.00021	-0.00032	-0.00031	0.00018	0.00016	0.00037	0.0005	0.00019	-0.00014	0.00041	0.00027	-0.00005	0.00007	-0.00028	-0.00012	0.00017	-0.0002	-0.00038	-0.00018	0.00002	-0.00003	0.00007	-0.00012	0.00004	-0.00018	0.00027	0.00008	0.00002	-0.00006	-0.00005	0.00005	0.00005	0.00015	0.0001	-0.00004	0.00008	0.00008	0.00006	-0.00006	0.00005	0.00016	-0.00002	0.00002	0.00001	-0.00001	0.00002	0.00013	0.00003	0	-0.00012	0.00001	-0.00004	0	-0.00007	-0.00011	0.00007	-0.00004	0.00009	-0.00008	-0.00001	-0.00002	0.00005	0.00009	0.0001	-0.00008	-0.00015	0.00004	0.00004	-0.00006	-0.00011	-0.00013	0.00011	0	0.0002	-0.00003	0.00003	-0.00001	0.00013	0.00009	0.00004	0.00007	-0.00007	0.00002	0.00006	0.00005	0.00001	-0.00009	0.00004	0.00008	0.00003	0.00003	0.00003	-0.00001	-0.00011	0.00003	-0.00003	0.00001	-0.00004	0.00001	-0.00002	-0.00002	0.00008	0.0001	-0.00001	0	-0.00003	-0.00001	-0.00003	0.00006	0.00003	-0.00011	-0.00001	0.00002	0.00008	0.00002	0.00001	0.00002	-0.00007	0.00005	0	-0.00002	-0.00008	-0.00005	0.00003	-0.00002	0.00002	-0.00004	-0.00001	-0.00003	0.00002	0.00005"
"148	""SAF A1247 lrdm2 flipped_bw.txt""	8.56712	""R""	0.59689	0	0	0.53282	0.00392	-0.00204	-0.00173	-0.00361	0.00805	0.00515	0.00573	0.01586	0.00204	-0.00742	-0.00816	0.00168	-0.00241	0.00131	-0.00607	-0.00097	-0.0016	-0.00314	0.00902	0.00202	-0.0006	-0.00085	0.00219	-0.00067	-0.00227	0.00174	-0.00191	-0.00014	0.00102	-0.00044	-0.00111	-0.00144	0.00013	0.00018	-0.00054	-0.00199	0.00079	-0.00044	0.00079	0.00124	0.00077	0.00032	0.00089	0.00053	-0.00022	-0.00006	-0.00034	0.00018	0.0005	0.00074	-0.00013	-0.00003	-0.00001	0.00026	0.0005	-0.00041	0.00044	0.00029	-0.00038	-0.0001	-0.00003	0.00019	-0.00032	0.00031	0.00027	-0.00006	-0.00001	0.00027	-0.00011	0.00018	0.00028	0	-0.00019	-0.00001	0.00002	0.0002	-0.00004	0.00031	0.00002	-0.00019	0.00004	-0.00002	0.00007	-0.00036	0.00014	0.00017	-0.00015	-0.00001	0.00014	-0.00006	-0.00015	0.00017	0.00006	-0.00006	-0.00008	0.00003	-0.00005	-0.00006	0.00013	0.00013	0	0.00001	0.00009	0.00006	-0.00001	0	-0.00005	-0.00018	0.00003	-0.00003	-0.00008	-0.00006	0.00004	-0.00003	0.00003	0.00012	-0.00005	0	0.00005	0.0001	-0.00003	-0.00001	0	-0.00002	-0.00008	0.00014	0.00014	-0.00003	0.00003	-0.00001	-0.00002	-0.00003	-0.00006	0.00013	-0.00012	0	0.00004	0.00002	0.00007	-0.00001	-0.00001	0.00002	-0.00003	-0.00004	-0.00004	0.00005	-0.00005	0.00009	-0.00001	0.00002	0.00003	0.00003	-0.00008	0.00004	0.00004	0.00002	-0.00003	0.00001	-0.00001	-0.00001	-0.00006	0	-0.00006	-0.00006	-0.00004	0	-0.00001	0.00004	-0.00004	-0.00005	-0.00002	0.00003	-0.00004	0	-0.00002	-0.00002	-0.00005	-0.00004	0.00003	0.00001	-0.00004	-0.00002	0	0.00002	-0.00003	0.00001	0.00003	-0.00001	-0.00004	0.00002	0.00005	-0.00003	0.00001	0.00001	-0.00006	-0.00006"
"149	""SAF A1439 lrdm2 flipped_bw.txt""	8.55041	""R""	0.59474	0	0	0.53491	-0.00317	0.003	0.00365	0.00059	0.00384	0.00195	0.00236	0.01514	-0.00314	0.00124	-0.00251	0.00035	-0.00463	0.00278	0.00006	-0.00223	-0.00364	0.00121	0.00213	0.00103	-0.00172	0.00427	0.00278	-0.00081	-0.0027	0.00082	-0.0016	-0.00108	-0.00124	0.00355	-0.00154	0.00047	-0.00104	0.00023	0.00091	-0.00039	-0.00101	0.0012	-0.0005	-0.00027	-0.00033	0.00026	-0.00037	-0.00024	-0.00034	0.00033	-0.00002	-0.00043	-0.00008	-0.00002	0.0003	0.00001	-0.00046	0.00016	0.00019	0.00058	-0.0002	-0.00024	-0.00015	0.00009	-0.00049	0.0001	-0.00001	-0.00037	-0.00002	-0.00042	0.00009	-0.00024	-0.00002	-0.00002	0.00004	-0.0003	0.0001	-0.00019	0.00028	0.00005	0.00002	-0.00015	-0.00003	0.00022	-0.0002	0.00007	0.00007	0.00031	-0.00021	-0.00021	-0.00002	0.00009	-0.00027	0.00008	-0.00001	-0.00016	-0.00006	-0.00021	0.00003	-0.00027	-0.00006	-0.00002	-0.0001	-0.00006	-0.00003	-0.00007	0.00013	0.0002	-0.00001	0	0.00012	0.00008	-0.0002	0.00004	0	0.00009	-0.00001	0.00013	0.00005	-0.00003	-0.00013	0.00006	0.00006	-0.00011	0.00002	0.00009	-0.00003	0.00001	0.00002	0.00003	-0.00003	-0.00001	-0.00001	-0.00006	-0.00012	0.00006	0.00001	-0.00001	0	0.00006	-0.00005	-0.00008	0.00011	0.00001	-0.00007	-0.00002	0.00003	0.00002	-0.00006	-0.00006	-0.00006	0.00003	-0.00004	-0.00009	-0.00009	-0.00004	-0.00002	-0.00009	0	-0.00005	-0.00001	-0.00009	0.00008	0.00001	-0.00002	-0.00006	0.00005	0.00004	0.00001	0.00003	0.00007	-0.00002	-0.00001	-0.00003	-0.00002	-0.00003	0.00006	0.00006	-0.00002	-0.00004	0.00002	-0.00002	0.00003	0.00001	0.00005	-0.00001	-0.00004	0.00007	0.00001	0.00002	0.00001	0.00002	-0.00002	-0.00002	0.00003	0.00002	0.00001	0.00003	0.00001	-0.00001"
"150	""SAF A1469 lldm2_bw.txt""	8.71416	""R""	-0.59762	0	0	-0.53218	0.00303	0.00578	0.00616	-0.00418	-0.00567	0.00001	-0.00016	-0.01846	0.00531	0.00091	-0.00531	-0.00211	0.00459	0.0039	0.00555	0.00209	0.00146	-0.00133	0.00247	0.00417	0.00267	0.00175	-0.00592	-0.0005	-0.00023	-0.00075	-0.00149	-0.0017	0.00066	-0.0014	0.00139	0.00149	0.0013	-0.00077	0.00089	-0.00067	-0.00081	0.00028	0.00071	0.00051	-0.00012	-0.00074	-0.00048	0.00185	-0.00024	0.00081	0.00001	-0.00111	-0.00073	-0.00045	0.0001	-0.00067	0.00008	0.0007	0.00011	0.00038	-0.0001	-0.00026	0.00024	-0.00022	-0.00031	0.00041	-0.00058	0.00009	0.00033	-0.00015	-0.00008	-0.00008	-0.00035	0	0.00007	0.00018	0.00036	0.0002	0.00028	-0.00015	-0.00033	-0.00024	-0.00023	-0.00014	0.00019	0.00039	0.00002	0.00043	-0.00012	-0.0003	0.00018	-0.00009	0.00006	0.0003	-0.00012	-0.00025	0.00006	-0.0002	-0.00007	-0.00006	-0.00004	0.00021	0.00008	0.00018	0.00014	-0.00015	0.00005	0	-0.00013	0.0001	-0.00013	-0.00002	0.0001	-0.00003	0.00008	0.00004	-0.00011	-0.00004	-0.00002	-0.00003	0.00002	0.00013	0.00002	0.00004	-0.00007	-0.00006	0.00003	0.00001	-0.00005	0.00005	-0.00008	0.00001	0.00002	0.00003	0.00007	-0.00007	-0.00006	-0.00002	-0.00007	-0.00002	0.00004	0.00005	-0.00001	0.00009	0	-0.00006	0.00001	-0.00007	0.00002	0.00006	0.00002	-0.00005	0.00002	-0.00004	0.00002	0.00006	0.00005	0.00007	-0.00003	0.00005	-0.00002	0.00004	0.00009	-0.00004	0.00007	-0.00005	-0.0001	-0.00006	-0.00003	0.00006	-0.00006	0.00004	0.00005	-0.00004	0.00008	0.00007	-0.00006	-0.00003	-0.00002	0.00001	0.00003	0.00005	0.00003	-0.00005	-0.00009	-0.00007	-0.00003	0.00001	0.00003	0.00007	-0.00001	0.00004	-0.00003	-0.00006	0.00002	-0.00004	-0.00004	0.00004	-0.00002	0.00002"
"151	""SAF A1655 lldm2 corrected_bw.txt""	8.5755	""R""	0.5945	0	0	0.53519	-0.0079	0.00444	0.00526	0.00784	0.00358	-0.00034	0.00062	0.0195	0.00011	-0.00129	-0.00638	-0.00823	-0.00326	-0.004	-0.0052	-0.00563	0.00108	-0.00274	0.00198	0.00407	0.00025	-0.00251	0.00458	0.00073	-0.00105	-0.00083	0.00054	-0.00041	0.00008	0.00101	-0.00015	-0.00026	0.00007	0.00014	-0.00014	-0.00094	0.00075	0.00066	-0.00032	-0.00042	0.00062	-0.00053	-0.0003	0.00003	0.00046	0.00007	-0.00027	0.00034	0.00021	-0.00041	0.00019	0.00035	-0.00008	0.00031	0.00044	0.00032	-0.00011	-0.00005	0.00009	0.00004	-0.00021	0.0005	-0.00006	-0.00008	0	0.00012	0.00021	-0.00011	-0.00011	0.00016	-0.0002	-0.00001	0.00006	0.00019	-0.00004	0	0	0.00005	0.00005	-0.00015	0.00005	0.00018	-0.00001	-0.00003	0.00003	0.00003	-0.00006	0.00012	-0.00006	0.00005	-0.00013	0.0002	-0.00003	-0.00002	-0.00004	0.00003	-0.00015	-0.00002	0.00004	-0.00005	-0.00004	0.00002	0.0001	-0.00006	-0.00012	0.00002	0.00005	0.00002	-0.00006	0.00007	-0.00002	0.00009	-0.00006	0.00002	-0.00006	-0.00006	-0.00007	0.00005	0	-0.00007	-0.00004	-0.00002	-0.00002	0	-0.00003	-0.00003	-0.00009	0.00001	-0.00002	-0.00001	0.00004	0.00003	-0.00002	-0.0001	0	0.00002	0	0.00003	-0.00001	-0.00004	-0.00003	-0.00006	0.00002	0	0.00004	0.00003	0.00001	-0.00002	-0.00002	0	0.00004	-0.00001	0.00002	0.00002	-0.00003	0.00005	0	0.00004	-0.00001	-0.00002	-0.00001	-0.00002	-0.00002	-0.00003	-0.00003	0.00002	-0.00002	0.00003	-0.00004	-0.00002	0.00003	0.00005	-0.00005	0.00001	0.00001	0	-0.00004	-0.00002	-0.00001	-0.00003	-0.00004	0.00002	0	-0.00002	0	-0.00003	-0.00001	-0.00002	-0.00002	0	0	0.00002	0.00001	-0.00003	0.00001	0"
