"	""ID""	""Area""	""Group""	""a1""	""b1""	""c1""	""d1""	""a2""	""b2""	""c2""	""d2""	""a3""	""b3""	""c3""	""d3""	""a4""	""b4""	""c4""	""d4""	""a5""	""b5""	""c5""	""d5""	""a6""	""b6""	""c6""	""d6""	""a7""	""b7""	""c7""	""d7""	""a8""	""b8""	""c8""	""d8""	""a9""	""b9""	""c9""	""d9""	""a10""	""b10""	""c10""	""d10""	""a11""	""b11""	""c11""	""d11""	""a12""	""b12""	""c12""	""d12""	""a13""	""b13""	""c13""	""d13""	""a14""	""b14""	""c14""	""d14""	""a15""	""b15""	""c15""	""d15""	""a16""	""b16""	""c16""	""d16""	""a17""	""b17""	""c17""	""d17""	""a18""	""b18""	""c18""	""d18""	""a19""	""b19""	""c19""	""d19""	""a20""	""b20""	""c20""	""d20""	""a21""	""b21""	""c21""	""d21""	""a22""	""b22""	""c22""	""d22""	""a23""	""b23""	""c23""	""d23""	""a24""	""b24""	""c24""	""d24""	""a25""	""b25""	""c25""	""d25""	""a26""	""b26""	""c26""	""d26""	""a27""	""b27""	""c27""	""d27""	""a28""	""b28""	""c28""	""d28""	""a29""	""b29""	""c29""	""d29""	""a30""	""b30""	""c30""	""d30""	""a31""	""b31""	""c31""	""d31""	""a32""	""b32""	""c32""	""d32""	""a33""	""b33""	""c33""	""d33""	""a34""	""b34""	""c34""	""d34""	""a35""	""b35""	""c35""	""d35""	""a36""	""b36""	""c36""	""d36""	""a37""	""b37""	""c37""	""d37""	""a38""	""b38""	""c38""	""d38""	""a39""	""b39""	""c39""	""d39""	""a40""	""b40""	""c40""	""d40""	""a41""	""b41""	""c41""	""d41""	""a42""	""b42""	""c42""	""d42""	""a43""	""b43""	""c43""	""d43""	""a44""	""b44""	""c44""	""d44""	""a45""	""b45""	""c45""	""d45""	""a46""	""b46""	""c46""	""d46""	""a47""	""b47""	""c47""	""d47""	""a48""	""b48""	""c48""	""d48""	""a49""	""b49""	""c49""	""d49""	""a50""	""b50""	""c50""	""d50"""
"130	""SAF 210 lrdm2 corrected flipped_bw.txt""	8.9495	""R""	0.60767	0	0	0.52306	0.00126	0.00556	0.00543	-0.00377	0.01251	0.0017	-0.00038	0.01499	0.00529	-0.00151	-0.0095	-0.00296	-0.00145	-0.00164	-0.00392	0.00233	0.00289	-0.00483	0.00153	0.00315	-0.00338	-0.00124	0.00281	0.0014	-0.00078	-0.00145	0.00198	0.00144	-0.00242	0.00109	0.0004	-0.00114	-0.00102	0.00013	-0.00001	-0.00058	-0.0005	0.00093	-0.00004	-0.00095	-0.00048	-0.00017	-0.00032	-0.00026	-0.00006	0.00016	-0.0006	0.00026	-0.0002	-0.00016	0.00005	-0.00019	-0.00032	-0.00023	-0.00007	0.00014	-0.00009	0.00033	0.00035	0.00008	-0.00027	0.00011	0.00046	-0.00001	0.00006	0.00045	-0.00011	-0.00009	-0.00005	0.00025	-0.0001	-0.0002	0.00006	0.00025	-0.00004	0.00006	0.00005	-0.00003	-0.00019	-0.00003	-0.00006	0.00006	-0.00015	-0.00001	0.00002	-0.0002	-0.00014	0.00005	-0.00001	-0.00007	-0.00013	-0.00005	0.00007	-0.00016	0.00006	-0.00005	0.00007	-0.00009	0.00006	0	0.00009	-0.0001	0.00005	0.00008	0	-0.00005	0.00004	0.00014	-0.00002	-0.00007	0.00002	0.00008	-0.00008	0.00003	0.00009	-0.00006	-0.00007	0.00001	0.00008	-0.00002	-0.00003	0.00007	0	-0.00003	-0.00002	0.00003	-0.00003	-0.00007	-0.00002	0.00002	-0.00006	0.00002	0.00004	0.00003	0	-0.00003	0	-0.00002	-0.00001	-0.00005	0.00003	0.00003	-0.00001	0.00002	0.00001	0	0.00002	0.00004	-0.00001	0.00002	0	0.00005	0	0.00001	0.00001	-0.00001	-0.00001	0.00003	0.00002	-0.00003	0.00002	0.00003	0.00001	-0.00001	0.00005	0.00001	-0.00004	-0.00005	0.00001	0.00002	-0.00001	0.00001	0.00002	-0.00001	0.00002	0.00006	-0.00003	0	-0.00003	0.00003	-0.00001	0	-0.00003	-0.00001	-0.00002	-0.00002	0	-0.00002	0	-0.00002	-0.00001	0.00001	0	-0.00002	0.00002	0.00001"
"131	""SAF 231 lldm2_bw.txt""	8.95632	""R""	0.58985	0	0	0.53952	-0.00028	0.00552	0.00555	-0.00159	0.00224	0.00452	0.00504	0.01573	0.002	0.00068	-0.005	-0.00308	-0.00671	0.00351	-0.00209	-0.00095	-0.00121	0.00185	0.00541	0.00568	-0.00333	0.00288	0.00153	-0.00138	-0.00218	0.00217	-0.0032	-0.00324	-0.00105	0.00298	-0.00055	-0.00059	0.00037	-0.00021	-0.00006	-0.00005	-0.00005	0.00051	-0.00138	-0.00058	-0.00011	-0.00025	0.00045	0.00015	0.00058	0.00047	0.00121	-0.00024	-0.00005	0.00042	0.00051	-0.00009	0.00048	0.00053	-0.00035	0.00012	-0.00017	0.00039	-0.00042	0.0003	-0.00011	0.00022	-0.00005	0.0006	-0.00032	-0.00018	-0.00017	-0.00015	-0.00054	0.00001	-0.00015	-0.00016	-0.00013	0	0.00024	0	0.00001	-0.00011	0	-0.0005	0.00021	0.0001	0.00003	-0.00046	0.00031	-0.00006	0.00009	0.00004	0.00031	0.00007	-0.00004	0.00025	0.00012	0.00001	0.00004	0.00023	-0.0001	-0.00001	-0.00001	0.00026	-0.00002	0.00005	-0.00002	0	-0.00017	0.00001	0.00004	-0.0001	0.00003	-0.00009	-0.00009	-0.00005	-0.00001	0.00002	-0.00003	-0.00015	0.00008	-0.00013	0.00001	-0.00005	0.00007	0.00002	0	0	0.00004	-0.00008	0.00003	0.00003	0	0.00005	0.00006	0.00009	-0.00002	-0.00008	-0.00002	0.0001	-0.00006	-0.00002	-0.0001	0	-0.00005	-0.0001	0	-0.00006	-0.00005	-0.00001	0.00008	-0.00002	0	-0.00003	0.00003	0	0.00001	0.00005	-0.00001	-0.00005	0.00002	0.00002	0	-0.00002	0	0.00001	-0.00004	0.00004	-0.00001	-0.00001	0	0.00005	-0.00003	0	0.00003	0	-0.00005	-0.00001	-0.00001	0.00002	-0.00001	0.00002	-0.00001	-0.00001	-0.00004	-0.00002	0	-0.00001	0.00001	0.00002	0	-0.00001	-0.00003	0.00001	0.00001	-0.00001	0.00001	0.00005	0.00004	-0.00002"
"132	""SAF 234 lldm2_bw.txt""	8.08678	""R""	0.59852	0	0	0.53135	0.00341	0.00096	0.00006	-0.00357	0.00473	0.00137	-0.00017	0.01955	0.00308	-0.00251	-0.00322	0.00008	-0.00493	0.00014	-0.00112	-0.00218	-0.0024	-0.00238	0.00186	0.00548	-0.00086	0.00147	0.00251	-0.00162	-0.00216	-0.00011	0.00037	-0.00368	0.00167	0.00119	-0.00166	-0.00125	0.0003	0.0004	0.00029	0.00012	0.00124	-0.00051	-0.00049	0.00124	0.00003	0.00056	-0.00001	0.00043	0.0004	-0.00013	0.00086	-0.0004	0	0.00034	-0.00027	-0.00033	0.0002	0.00001	-0.00051	0.00056	-0.00003	-0.00006	-0.00007	0.00032	-0.00024	-0.00035	-0.00007	-0.00016	-0.00019	0.00008	0.00023	-0.00009	-0.00051	-0.0003	0.00005	0.00045	0.00008	0.00021	-0.00002	-0.00016	-0.00045	-0.00004	0.00021	-0.00031	0.00013	0.00007	-0.00005	0.00001	-0.00005	0.00013	-0.00002	-0.00015	0.00005	-0.00013	-0.00021	0.00005	0.00021	-0.00001	-0.00016	-0.00008	-0.00005	-0.00004	0.00022	0	0.00021	-0.00011	0.00008	0.00009	-0.00004	0.00009	-0.00006	0.00003	0.00006	-0.00019	-0.00011	0.00007	-0.00007	0.00004	-0.00001	0.00005	-0.00007	-0.00015	0.00014	0.00002	-0.00002	-0.00001	-0.00002	-0.0001	-0.00004	0.00002	0.00002	-0.00007	0.00007	-0.00006	-0.00005	-0.00003	0.00004	0.00003	-0.00003	-0.00003	0.00006	-0.00003	0.0001	0.00003	0.00002	0.00002	0	0.00007	0.00005	0.00006	-0.00001	-0.00002	-0.00004	0.00005	0.00005	0.00004	0.00002	0.00002	-0.00004	0.00006	0.00001	0.00001	-0.00006	-0.0001	-0.00001	0	0.00002	-0.00003	0.00005	-0.00003	0	0.00003	0	0.00001	0	-0.00001	0.00001	-0.00001	0.00004	0.00002	0	0.00002	-0.00002	0.00002	0.00001	0.00001	-0.00002	-0.00003	0	0.00002	0.00002	0.00001	-0.00001	0	-0.00001	0.00003	-0.00002	0.00004	0.00001	0.00001"
"133	""SAF 239 lldm2 corrected_bw.txt""	9.0548	""R""	0.60497	0	0	0.52522	-0.00139	0.00341	0.0033	-0.00036	0.01102	-0.00099	-0.00294	0.01801	0.00106	-0.0013	-0.00621	-0.0012	-0.00301	-0.00229	-0.00004	0.0002	-0.00211	-0.00132	0.00475	0.00453	-0.00233	0.00095	0.00405	-0.00016	-0.00172	0.00037	-0.00199	-0.00344	-0.0007	0.00215	-0.00188	-0.00127	0.00008	-0.00115	-0.00029	0.00071	-0.00018	0.00005	-0.00034	0.00059	-0.00104	-0.00145	-0.00052	0.001	-0.00044	-0.00001	-0.0001	-0.00004	-0.00026	-0.00056	0.00122	-0.00158	-0.00004	-0.00005	0.0003	-0.00019	0.00038	-0.0002	-0.00057	0.00057	0.00018	0.00004	-0.00015	-0.00021	0.00013	0.00001	0.00054	-0.00021	-0.00009	0.00016	0.00015	0.00048	0.00014	0.00034	-0.00008	0.00023	-0.00005	0.00028	0.00005	-0.00028	0.00007	0.00028	0.00005	-0.00006	-0.00022	0.00013	-0.00019	0.00024	-0.00003	0.00007	-0.00029	0.00009	-0.00015	-0.00007	-0.00013	-0.00018	-0.00004	-0.00003	0.00008	-0.00003	-0.00009	-0.00001	0.00017	0.00003	0.00001	-0.00001	0.00004	-0.00003	-0.00003	0.00004	0.00002	-0.00004	0.00001	0.00005	0.00001	-0.00001	-0.00006	0.00002	-0.0001	0	-0.00004	-0.00002	-0.00004	0.00006	-0.00005	-0.00001	0.0001	0.00006	-0.00006	-0.00003	-0.00004	0.00003	-0.00006	0.00001	-0.00007	-0.00003	-0.00005	-0.00003	0.00011	-0.00006	-0.00003	-0.00009	-0.00003	0.00002	-0.00002	-0.00003	-0.00012	0.00003	0	-0.00006	0.00004	-0.00006	-0.00002	-0.00009	0	-0.00003	0.00005	-0.00002	0.00002	0.00003	0.00001	-0.00006	0.00004	0.00003	0.00004	-0.00002	-0.00002	-0.00003	0	-0.00003	0.00001	-0.00004	0.00001	-0.00001	0.00003	0.00006	0.00001	-0.00002	-0.00003	0.00003	0.00005	-0.00004	-0.00007	-0.00008	0.00002	-0.00001	0.00003	-0.00002	0.00004	-0.00004	0.00005	0.00007	0.00004	0.00001	-0.00001	-0.00003"
"134	""SAF 330 lldm2 corrected_bw.txt""	9.21989	""R""	0.60741	0	0	0.52306	0.00118	0.00351	0.00549	0.00024	0.00736	0.00185	0.00311	0.02656	0.00222	-0.00354	-0.00998	-0.00338	-0.00585	-0.00063	-0.00459	-0.00393	-0.00131	-0.00207	0.00728	0.00604	-0.00011	-0.00099	0.00281	-0.00295	-0.00257	0.00031	-0.00252	-0.00259	0.00188	0.00069	-0.0005	0.00057	-0.00068	-0.00036	0.00033	0.00009	0.00072	-0.00026	-0.00025	0.00017	-0.00092	-0.00041	0.00018	0.00044	-0.00006	0.00031	0.00027	0.00073	-0.00021	-0.00025	-0.00035	-0.00071	-0.0002	-0.00014	-0.00043	-0.00056	0.00004	-0.00038	0.00027	0.00021	0.00007	-0.00011	0.00026	0.00024	-0.00003	-0.00006	0.00008	0.00002	0.00022	0.00024	0.00013	-0.00038	-0.00001	0.00022	0.00008	-0.00017	0.00024	0.00015	-0.00012	0.00031	-0.00006	0.00016	0.00002	0.00029	-0.00008	0.00014	-0.00009	0.00008	-0.00015	0.00014	-0.00013	-0.00025	-0.00008	0.00017	0.00025	-0.00007	-0.00007	0.00001	0.00009	0.00022	0	0.00009	-0.00029	0	-0.00009	0.00002	-0.00007	-0.00018	0.00009	0.00003	0.00012	-0.00015	0.00003	-0.00003	0	0.00001	0.00005	0	-0.00006	0.00023	0.00007	0	-0.00002	0.00001	-0.00002	0.00004	0.00005	-0.00014	0.00001	0.00006	0.00015	-0.00001	-0.00001	0.00005	0.00001	0.00009	0	0.00002	-0.00019	0.00009	0.00003	0.00001	-0.00007	-0.0001	0.00001	-0.00005	0.00005	-0.00015	0.00007	0.00001	0.00008	0.00003	0.00002	0	0.00005	0.00014	0.00004	0	-0.0001	0.00002	0.00001	0.00001	-0.00004	-0.00008	-0.00002	0	0.00005	0.00002	0.00006	-0.00004	-0.00002	0	-0.00003	0.00003	0.00003	0.00002	0.00001	0	0.00006	0.00006	-0.00001	0.00004	-0.00001	-0.00006	-0.00004	0.00005	0.00004	0.00001	0.00002	-0.00002	-0.00006	0.00003	0.00001	0.00002	-0.0001	-0.00008"
"135	""SAF 346 lrdm2 flipped_bw.txt""	8.7614	""R""	0.60575	0	0	0.52464	0.00064	-0.00154	-0.00088	0.00068	0.00925	0.00177	0.00147	0.01945	-0.002	0.00356	0.00631	0.00218	-0.00258	-0.00185	-0.00435	-0.00204	0.00005	0.00361	-0.00284	-0.00343	-0.00178	-0.00155	0.00326	0.00122	0.00069	-0.00005	-0.00171	0.00172	-0.00047	0.00029	-0.00055	-0.00191	-0.00117	-0.00096	0.00055	0.00065	0.00099	-0.00002	0.00013	-0.00021	-0.00126	-0.00024	0.00018	-0.00011	0.00024	0.00005	0.00006	0.00093	-0.00071	-0.00053	-0.00042	-0.00026	-0.0001	0.00017	-0.00008	-0.00027	-0.00034	-0.00067	0.00006	-0.00021	0.00025	-0.00003	-0.00004	-0.00022	-0.00006	-0.00026	0.00024	-0.00005	0.00013	-0.00009	-0.00001	0.0003	0.00011	-0.00004	0.00003	-0.00008	-0.0001	0.00005	0.00017	0.00002	0.00013	-0.00005	-0.00006	-0.00002	-0.00015	0.00009	-0.00011	0.0001	0	0.00001	0.00002	0.00012	-0.00012	0.00008	0.0001	-0.0001	-0.00001	0.00012	0.00016	-0.00008	-0.00003	0.00015	-0.00002	-0.00003	-0.00003	0.00007	-0.00017	0.00005	0.00001	0.00003	-0.00014	0.00001	-0.00002	-0.00006	0.00001	-0.00005	-0.00004	-0.00003	0.00004	0.00004	-0.00006	-0.00002	0.00006	0.00009	-0.0001	0.00002	0.00002	0.00003	-0.00006	0.00006	0.00006	-0.00008	-0.00005	-0.00001	-0.00003	-0.00006	0.00001	0.00005	-0.00007	-0.00003	-0.00004	-0.00002	0.00002	0.00003	-0.00001	-0.00004	-0.00005	0.00008	-0.00001	0.00002	0.00005	-0.00005	-0.00004	-0.00002	0.00009	-0.00003	0.00002	0.00003	-0.00005	0.00001	0.00001	0.00003	-0.00002	-0.00002	0.00002	-0.00002	-0.00001	-0.00003	0.0001	-0.00002	-0.00003	-0.00008	0.00001	-0.00004	-0.00003	0.00004	0.00007	-0.00001	0.00003	0.0001	-0.00002	-0.00005	0	0	0.00001	0.00002	0.00002	-0.00001	-0.00002	-0.00001	0.00006	0.00001	0.00002	0.00003	-0.00003	-0.00001"
"136	""SAF 357 lrdm2 flipped_bw.txt""	8.31912	""R""	-0.59836	0	0	-0.5314	0.00246	0.00633	0.00768	-0.00381	-0.01021	-0.00159	-0.00104	-0.01396	0.00226	-0.00074	-0.00925	0.0013	0.00078	0.00089	0.0027	0.00058	-0.00149	-0.00273	0.00404	0.00287	0.00097	-0.00013	-0.00302	-0.00059	-0.0015	-0.00025	-0.00098	-0.00182	0.00004	-0.00127	0.001	0.001	0.00089	-0.0003	0.0006	-0.00102	-0.00007	0.00013	0.00049	-0.00052	0.00029	0.00004	-0.00003	0.00129	0.0002	0.00001	-0.00045	0.00007	-0.00004	0.00023	0.00004	-0.00068	0.00017	-0.00046	-0.00013	-0.00007	0.00031	0.00034	0.00028	0.00013	0.00019	-0.00015	0.00031	0	0.00009	0.00027	-0.00027	0.00013	0.00026	0.00005	0.00002	-0.00004	-0.0001	0.00005	-0.00007	0.00003	0.00019	0.00006	-0.00005	0.00006	-0.00005	0.00005	0.00009	-0.00002	-0.00002	0.00008	0.00005	0.00017	-0.00009	0.00001	-0.00013	0.00005	0.00002	0.00007	-0.00009	-0.00018	-0.00001	-0.00005	0.00003	-0.00011	0.00015	0.00003	0.00006	0	0.00007	0.00001	0	0	0.00004	-0.00009	-0.0002	0.0001	0.00005	-0.00004	-0.00003	0.00002	0.00002	-0.00011	0.00013	-0.00005	0.00002	-0.00002	0.00004	0.00001	-0.00001	-0.00001	0.00002	0.00007	-0.00004	0	-0.00002	0.00002	-0.00004	-0.00004	-0.00005	-0.00002	-0.00003	0	0.00005	0.00001	-0.00002	-0.00001	0.00006	-0.00001	-0.00006	0.00004	0.00001	0.00002	-0.00003	0.00003	-0.00001	0.00003	-0.00005	0.00004	0	-0.00002	-0.00006	0.00002	0.00001	0.00002	-0.00001	0.00005	0.00002	-0.00001	-0.00008	0.00003	0	0	-0.00003	0.00004	-0.00001	0.00002	-0.00003	0.00003	-0.00001	-0.00004	-0.00003	0.00003	0	-0.00001	0	0.00004	0.00004	0.00001	-0.00001	0.00004	0	-0.00002	0.00001	0.00006	-0.00001	-0.00001	0	0	-0.00003	0"
"137	""SAF 381 lldm2_bw.txt""	8.52554	""R""	0.59345	0	0	0.53608	0.00145	0.00063	-0.00282	-0.00119	0.00524	0.00602	0.00766	0.01579	0.00089	-0.00382	-0.00409	-0.00007	-0.00589	0.0029	-0.00586	0.0013	-0.00062	0.00063	0.00683	0.00164	-0.00172	0.00041	0.00227	-0.00413	-0.00015	0.0029	-0.00227	-0.00169	0.00076	0.00073	-0.00105	0.0004	0.00106	0.00064	-0.00063	0.00005	-0.00006	-0.00021	0.00002	0.00071	0.00005	0.00018	0.00029	0.00078	-0.00047	0.00013	0.00012	0.00005	-0.00004	-0.0001	-0.00039	-0.00028	-0.00019	0.00011	0.00012	-0.00043	0.00034	-0.00025	0.00007	-0.00041	-0.00008	0.00009	-0.00008	0.00023	0.00037	-0.00006	0.00011	0.00026	-0.00015	-0.00003	-0.00013	-0.00001	0.0002	0.00003	-0.00002	0.00003	-0.00003	-0.00007	0.00012	-0.00008	0.00004	-0.00012	-0.00006	0.00011	-0.00002	-0.00003	-0.00001	0.00002	-0.00008	-0.00016	-0.00004	0.00004	0.00003	-0.00004	0.00001	-0.00006	-0.00006	-0.00022	-0.00003	-0.00012	-0.00008	-0.00004	0	0.00021	-0.00005	-0.00007	0.00018	0.00011	-0.00017	-0.00013	-0.00013	-0.0001	-0.00007	0.00009	-0.00003	-0.00008	-0.00009	-0.00004	0.0002	0.00003	-0.00001	0.00009	0.00005	0.00003	-0.0001	0.00002	-0.00006	-0.00001	-0.00004	0.0001	-0.00003	-0.00002	-0.00001	0	0	-0.00006	-0.00001	0.00002	-0.00006	-0.00004	0.00003	0.00001	-0.00001	0	-0.00004	0.00001	0.00004	0.0001	0.00001	-0.00002	0.00001	0.00005	-0.00007	0.00004	0.00002	-0.00004	-0.00004	0.00004	0.00004	0	0.00004	0.00004	-0.00003	-0.0001	0.00003	0.00004	-0.00004	-0.00009	0.00005	0	-0.00002	0.00008	0.00006	-0.00001	-0.00004	0.00005	-0.00001	0.00001	0.00004	0	0.00003	-0.00001	0.00005	-0.00001	0	0.00002	-0.00002	-0.00001	0.00005	0.00002	-0.00001	-0.00002	0.00001	-0.00002	-0.00001	-0.00002"
"138	""SAF 437 lrdm2 flipped_bw.txt""	8.9002	""R""	0.5992	0	0	0.53065	0.00003	0.00285	0.00156	-0.00083	0.00683	0.00279	0.00282	0.01828	0.00062	-0.00196	-0.00568	0.00043	-0.00245	-0.00195	-0.00638	-0.00319	-0.0025	-0.00218	0.00317	0.00389	0.00015	-0.00076	0.0056	-0.00034	-0.00274	0.00028	0.00014	-0.00219	0.00147	0.00197	-0.00075	-0.00122	-0.00004	0.00033	-0.00027	-0.00082	0.00186	0.00018	-0.00148	0.00022	-0.0001	-0.00064	-0.00069	0.00053	0.0007	-0.00044	0.0005	0.00073	-0.00039	-0.00061	0.0003	0.0002	0.00011	-0.00007	-0.00007	0.00019	-0.00001	-0.00046	0.00001	-0.00057	0.00014	0.00009	0.00028	-0.00012	0.00023	-0.00032	0.0003	0.00006	-0.00003	0.00003	-0.0003	0.00004	0.00009	0.00005	0.00001	0.00003	-0.00015	-0.00002	0	0.00022	0.00016	0.00014	0.00004	-0.00014	-0.00019	-0.0001	-0.00009	-0.00007	0.00005	0.00016	0.00009	0.00026	-0.00007	-0.00013	0.00006	-0.00006	-0.0001	0.00017	0	-0.00009	0.00001	-0.00008	-0.00003	-0.00003	-0.00004	0.00012	-0.00008	-0.00001	0.00007	-0.00008	0.00002	-0.00004	-0.00005	0.00001	-0.00001	0.00006	0	-0.00003	0.00003	0.00012	0	0.00001	-0.00002	-0.00008	-0.00004	-0.00001	0.00002	-0.00005	0.00005	-0.00001	0	0	-0.00004	0.00001	0.00002	0.00004	0.00001	-0.00003	-0.00003	0.00003	0	0.00003	0.00001	-0.00006	-0.00003	-0.00002	-0.00001	0.00001	0.00001	0.00001	-0.00003	0.00004	-0.00001	-0.00001	0.00002	-0.00004	-0.00005	0.00001	0.00004	0.00004	0.00004	0.00001	0	-0.00003	-0.00004	0.00004	0	-0.00004	0.00005	-0.00001	-0.00003	0.00001	-0.00004	0.00003	-0.00001	0.00002	0.00002	-0.00002	0.00002	0.00001	-0.00004	0	-0.00002	-0.00001	0.00001	0	0	0.00001	-0.00001	-0.00003	-0.00002	-0.00002	0.00002	-0.00001	0	-0.00002"
"139	""SAF 468 lldm2 O_bw.txt""	8.7526	""R""	0.60524	0	0	0.52511	-0.00037	-0.00044	-0.00009	0.00051	0.00684	0.00271	0.0029	0.02239	-0.00016	-0.00347	-0.00507	-0.00037	-0.00465	0.00248	-0.00124	-0.004	-0.0025	-0.00202	0.00432	0.00394	-0.0018	0.0032	0.0031	0.00081	-0.00192	-0.00034	-0.00181	-0.00295	-0.00088	0.00267	-0.00198	-0.00121	0.00033	-0.00086	0.00047	-0.00005	-0.00019	0.00012	-0.00097	0.00025	0.00049	-0.00071	-0.00035	0.0003	-0.00006	-0.00024	0.00052	-0.00023	0.00047	-0.00012	0.00085	-0.0002	-0.00011	-0.00003	0.00002	0.0002	0.0003	-0.00004	-0.00044	0.00044	0.00004	0.00002	-0.00003	-0.00041	0.00013	-0.00035	-0.00022	-0.00027	0.00008	0.00001	0.00001	0.00025	0.00016	-0.00021	0.00031	0.00028	0.00012	0.00006	0.00006	-0.00012	0.00009	0.00008	0	-0.00019	0.0001	0.00011	0.00009	0.00002	0.00017	0.00004	-0.00004	0.00002	0.00016	-0.00009	-0.00029	-0.00009	0.00007	-0.00001	-0.00011	0.00007	0.00009	-0.00015	0.00011	0.00008	0.00006	0.00002	0.00013	-0.00001	-0.00001	-0.00007	0.00002	0.00008	0.00003	0.00007	-0.00005	0	-0.00005	0.00001	0.00007	-0.00008	-0.00005	0.00001	0	0.00005	-0.00001	0.00004	-0.00004	0	-0.00002	0.00003	-0.00005	-0.00009	0.00002	0.00002	-0.00001	0	-0.00002	0.00002	0.00004	0.00009	-0.00003	-0.00004	-0.00002	0.00007	0.00001	0.00003	0.00001	-0.00009	-0.00003	-0.00003	0.00003	-0.00008	0.00004	0.00003	0	0	0.00003	-0.00001	0.00001	0	0.00004	-0.00002	-0.00005	0.00003	0	0.00001	-0.00002	0.00004	-0.00003	-0.00002	0.00003	0.00004	-0.00001	0	0.00004	-0.00001	-0.00004	0.00001	0.00002	-0.00002	0.00002	0.00002	-0.00001	-0.00003	-0.00001	0.00003	0	-0.00003	0	0	0	0.00003	0.00001	-0.00001	-0.00006	0.00001"
"140	""SAF 471 lrdm2 flipped_bw.txt""	7.5705	""R""	0.59653	0	0	0.53311	-0.00084	-0.00214	-0.00521	-0.00014	0.00619	0.00301	0.0021	0.01697	-0.00166	-0.00483	-0.00227	0.00322	-0.00574	0.0018	-0.00088	0.0013	-0.00101	-0.00212	0.0038	-0.00227	-0.00081	0.00228	0.00214	-0.00583	-0.00008	-0.00034	-0.00171	0.00036	0.00071	0.00134	-0.00255	0.0029	-0.00035	-0.00098	0.0002	0.00044	-0.00083	-0.00007	0.00081	-0.00031	-0.00079	-0.00023	0.00063	0.00046	0.00002	0.00028	-0.0001	-0.00084	0.00002	-0.0001	-0.00026	-0.00124	0	-0.00018	-0.00038	0.00057	0.00055	-0.00016	-0.00012	0.00047	-0.0003	0.00012	0.00052	-0.00004	-0.00003	-0.00007	0.00029	0.0003	-0.00015	0.00014	-0.00039	-0.00015	-0.00018	0.00022	0.00008	-0.00009	-0.00005	-0.00008	0.00009	0.00004	-0.00022	0.0001	-0.00016	0.00011	0.0001	0	0.00001	-0.00016	-0.00011	-0.00004	-0.00004	-0.00016	0.00016	-0.00004	-0.00003	-0.00001	0	-0.00008	-0.00007	0.00002	-0.00001	0.00003	0.00006	0.00023	-0.00004	-0.00005	0.00013	0.00012	-0.00007	0.00008	0.00008	-0.0001	0.00009	0.00004	0.00001	-0.0003	0.00005	0.00003	-0.00011	-0.00012	0.00021	-0.00002	-0.00011	0.00004	0	-0.00007	-0.0001	0.00019	0.00003	0	0.00009	0.00021	-0.00006	-0.00005	0.00014	-0.00006	-0.0001	0.00006	0.00005	-0.00004	0	0.00001	-0.00002	-0.00007	-0.00007	0.00006	-0.00007	-0.00006	0.00001	-0.00003	-0.00008	0.00005	0.00003	0.00004	0.00001	-0.00002	-0.00002	0	0.00011	0.00005	0.00006	0.00003	0.00002	0	-0.00003	0.00002	-0.00004	-0.00006	-0.00002	0.00003	-0.00002	0.00005	-0.00001	-0.00002	-0.00004	0.00002	-0.00007	0.00005	0.00003	0.00001	-0.00002	-0.00003	0.00002	0.00003	-0.00002	0.00002	-0.00005	-0.00005	-0.00002	-0.00001	0.00003	-0.00004	0	-0.00005	-0.00004	0"
